GEO_ID,NAME,Median_value
310M400US10500,"Albany, GA Metro Area",128000
310M400US14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",441200
310M400US16220,"Casper, WY Metro Area",216500
310M400US16500,"Centralia, WA Micro Area",255400
310M400US17860,"Columbia, MO Metro Area",191400
310M400US19140,"Dalton, GA Metro Area",134200
310M400US24020,"Glens Falls, NY Metro Area",180900
310M400US25500,"Harrisonburg, VA Metro Area",216400
310M400US27860,"Jonesboro, AR Metro Area",156800
310M400US29020,"Kokomo, IN Metro Area",122400
310M400US31260,"Lufkin, TX Micro Area",143700
310M400US32580,"McAllen-Edinburg-Mission, TX Metro Area",116200
310M400US33260,"Midland, TX Metro Area",233000
310M400US33540,"Missoula, MT Metro Area",304100
310M400US37900,"Peoria, IL Metro Area",144500
310M400US40700,"Roseburg, OR Micro Area",219700
310M400US40780,"Russellville, AR Micro Area",119700
310M400US47700,"Warsaw, IN Micro Area",146100
310M400US49780,"Zanesville, OH Micro Area",132900
