GEO_ID,NAME,DP05_0033E,DP05_0037E,DP05_0038E,DP05_0039E,DP05_0044E,DP05_0071E,,
id,Geographic Area Name,total population,white,black or african american,american indian and alaska native,asian,hispanic latino,,
310M400US41540,"Salisbury, MD-DE Metro Area",409979,313761,72437,1773,7952,29665,,
310M400US42100,"Santa Cruz-Watsonville, CA Metro Area",274255,201567,2874,954,13521,93439,,
310M400US43740,"Somerset, PA Micro Area",73952,70202,1944,39,200,1147,,
310M400US44340,"Statesboro, GA Micro Area",77296,49991,20136,0,1108,3188,,
310M400US47220,"Vineland-Bridgeton, NJ Metro Area",150972,98342,29550,793,2659,47426,,
310M400US47460,"Walla Walla, WA Metro Area",65611,55700,1587,753,1591,13206,,
310M400US49180,"Winston-Salem, NC Metro Area",671456,503384,122738,2518,12553,69035,,
310M400US49420,"Yakima, WA Metro Area",251446,189035,3286,10696,2601,125472,,
310M400US49620,"York-Hanover, PA Metro Area",448273,393886,24439,979,7293,35450,,
310M400US32420,"Mayagüez, PR Metro Area",87598,17007,2424,0,0,86850,,
310M400US10420,"Akron, OH Metro Area",704845,570663,84683,1337,23481,15287,,
310M400US11540,"Appleton, WI Metro Area",237524,215684,4003,3505,6932,10533,,
310M400US11900,"Athens, OH Micro Area",65818,59700,1864,231,1699,1279,,
310M400US12220,"Auburn-Opelika, AL Metro Area",163941,115009,38323,453,6950,6164,,
310M400US14010,"Bloomington, IL Metro Area",190884,161398,14674,290,8986,8894,,
310M400US14020,"Bloomington, IN Metro Area",167762,146145,4405,800,10446,5178,,
310M400US14260,"Boise City, ID Metro Area",732257,641728,8395,5304,16700,100029,,
310M400US15380,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",1130152,895236,137375,5613,37152,58971,,
310M400US16020,"Cape Girardeau, MO-IL Metro Area",93647,81699,7008,199,1682,1952,,
310M400US16060,"Carbondale-Marion, IL Metro Area",124475,103458,10712,435,3432,4442,,
310M400US16540,"Chambersburg-Waynesboro, PA Metro Area",154835,143190,4897,66,671,9133,,
310M400US17300,"Clarksville, TN-KY Metro Area",290745,204060,60148,1987,6361,26946,,
310M400US17420,"Cleveland, TN Metro Area",124748,111452,5157,39,854,6995,,
310M400US18140,"Columbus, OH Metro Area",2106541,1572126,330617,4300,94387,90759,,
310M400US18980,"Cullman, AL Micro Area",83442,78643,906,301,166,3699,,
310M400US21780,"Evansville, IN-KY Metro Area",314672,275678,25800,206,2873,7257,,
310M400US22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",553795,459090,13905,8459,17827,91095,,
310M400US22520,"Florence-Muscle Shoals, AL Metro Area",147149,123528,18998,364,904,4110,,
310M400US24780,"Greenville, NC Metro Area",179914,103416,62463,967,3697,11419,,
310M400US24860,"Greenville-Anderson-Mauldin, SC Metro Area",906626,689359,145056,6844,17493,63553,,
310M400US25840,"Hermiston-Pendleton, OR Micro Area",88920,77018,798,2812,1122,25813,,
310M400US26090,"Holland, MI Micro Area",117327,108456,2355,404,993,8712,,
310M400US26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",6997384,4463287,1219918,29224,552614,2632586,,
310M400US26900,"Indianapolis-Carmel-Anderson, IN Metro Area",2048428,1552540,318095,2948,67856,139431,,
310M400US27460,"Jamestown-Dunkirk-Fredonia, NY Micro Area",127939,116291,3434,394,716,10006,,
310M400US28020,"Kalamazoo-Portage, MI Metro Area",340318,277656,30718,1144,6602,22177,,
310M400US29340,"Lake Charles, LA Metro Area",209548,148420,51649,978,2662,8696,,
310M400US29420,"Lake Havasu City-Kingman, AZ Metro Area",209550,191170,2409,4346,2518,35269,,
310M400US29700,"Laredo, TX Metro Area",275910,265995,1606,116,1591,263371,,
310M400US31140,"Louisville/Jefferson County, KY-IN Metro Area",1296815,1029065,188963,2501,27555,64690,,
310M400US31700,"Manchester-Nashua, NH Metro Area",415247,366558,13824,622,17910,29202,,
310M400US31740,"Manhattan, KS Metro Area",97980,84205,5031,230,3974,7501,,
310M400US31860,"Mankato-North Mankato, MN Metro Area",101647,92042,3596,156,2058,4178,,
310M400US32300,"Martinsville, VA Micro Area",64947,N,N,N,N,1771,,
310M400US33220,"Midland, MI Metro Area",83209,77869,1229,250,2101,2320,,
310M400US33500,"Minot, ND Micro Area",75668,66356,2927,1276,1291,4270,,
310M400US34340,"Mount Airy, NC Micro Area",71948,N,N,N,N,7764,,
310M400US34940,"Naples-Immokalee-Marco Island, FL Metro Area",378488,334685,26009,810,5521,106743,,
310M400US35420,"New Philadelphia-Dover, OH Micro Area",92176,N,N,N,N,1406,,
310M400US36020,"Oak Harbor, WA Micro Area",84460,71787,1717,379,3551,6859,,
310M400US36260,"Ogden-Clearfield, UT Metro Area",676948,615026,8969,3747,9749,88821,,
310M400US36500,"Olympia-Tumwater, WA Metro Area",286419,230886,8869,3392,17362,26299,,
310M400US36540,"Omaha-Council Bluffs, NE-IA Metro Area",941924,785763,71345,5231,27950,100456,,
310M400US36660,"Opelousas, LA Micro Area",82764,N,N,N,N,1882,,
310M400US36860,"Ottawa-Peru, IL Micro Area",147853,136936,4030,64,1317,14353,,
310M400US37260,"Palatka, FL Micro Area",74163,59256,11881,0,530,7578,,
310M400US37620,"Parkersburg-Vienna, WV Metro Area",92499,N,N,N,N,1013,,
310M400US37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",494883,366278,82138,3008,14540,28589,,
310M400US38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4857962,3826597,277836,113770,192042,1515683,,
310M400US38300,"Pittsburgh, PA Metro Area",2324743,2008492,190320,2325,59469,42268,,
310M400US38540,"Pocatello, ID Metro Area",87138,78243,659,2662,1987,7647,,
310M400US38860,"Portland-South Portland, ME Metro Area",535420,499313,11429,1553,9879,10298,,
310M400US40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4622361,2807022,338820,36622,320618,2386370,,
310M400US40740,"Roswell, NM Micro Area",64689,54650,1854,640,467,37003,,
310M400US41140,"St. Joseph, MO-KS Metro Area",126991,112978,6615,342,781,6556,,
310M400US41500,"Salinas, CA Metro Area",435594,205303,11753,6540,25748,257572,,
310M400US42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",284010,248227,5123,1731,10265,64774,,
310M400US42860,"Seneca, SC Micro Area",78374,68956,5423,139,583,4503,,
310M400US43320,"Show Low, AZ Micro Area",110445,53702,892,49902,636,12649,,
310M400US44940,"Sumter, SC Metro Area",106512,48223,52663,0,1588,1768,,
310M400US45780,"Toledo, OH Metro Area",602871,465606,84288,1660,9103,42471,,
310M400US46020,"Truckee-Grass Valley, CA Micro Area",99696,91285,534,345,1249,9644,,
310M400US46060,"Tucson, AZ Metro Area",1039073,771880,37940,45440,30481,390183,,
310M400US46340,"Tyler, TX Metro Area",230221,176394,39113,1010,4321,45738,,
310M400US47020,"Victoria, TX Metro Area",99047,86919,5717,167,1367,45184,,
310M400US47380,"Waco, TX Metro Area",270566,215378,40010,871,4634,70040,,
310M400US48700,"Williamsport, PA Metro Area",113664,104565,4872,292,858,2349,,
310M400US49300,"Wooster, OH Micro Area",115967,110011,3167,91,241,2421,,
310M400US49740,"Yuma, AZ Metro Area",212128,185580,5942,2428,3254,136425,,
310M400US41980,"San Juan-Carolina-Caguas, PR Metro Area",2024604,1323132,309100,3181,3906,2000535,,
310M400US10180,"Abilene, TX Metro Area",174006,131634,14541,648,3952,40426,,
310M400US10580,"Albany-Schenectady-Troy, NY Metro Area",883169,726878,71466,2530,39262,47288,,
310M400US11100,"Amarillo, TX Metro Area",268356,226506,17031,2461,9600,78201,,
310M400US11460,"Ann Arbor, MI Metro Area",370963,272448,42546,555,36404,17977,,
310M400US11500,"Anniston-Oxford-Jacksonville, AL Metro Area",114277,85046,24737,107,426,4469,,
310M400US11700,"Asheville, NC Metro Area",459585,415603,21235,1684,4940,32573,,
310M400US12100,"Atlantic City-Hammonton, NJ Metro Area",265429,173409,37050,557,21421,51019,,
310M400US12300,"Augusta-Waterville, ME Micro Area",122083,116802,491,158,1389,1938,,
310M400US13140,"Beaumont-Port Arthur, TX Metro Area",410233,284703,98069,947,12050,65272,,
310M400US13820,"Birmingham-Hoover, AL Metro Area",1151801,758523,326670,2666,16731,51894,,
310M400US14100,"Bloomsburg-Berwick, PA Metro Area",83696,78336,1596,56,1872,2041,,
310M400US14700,"Branson, MO Micro Area",87601,81980,415,316,544,4201,,
310M400US15680,"California-Lexington Park, MD Metro Area",112664,86881,17155,89,2693,5995,,
310M400US16620,"Charleston, WV Metro Area",211285,190207,13513,663,2130,2005,,
310M400US16860,"Chattanooga, TN-GA Metro Area",558703,454122,75469,1809,8714,24348,,
310M400US17200,"Claremont-Lebanon, NH-VT Micro Area",217215,205094,2562,1324,3837,4348,,
310M400US17460,"Cleveland-Elyria, OH Metro Area",2057009,1513150,403531,4928,47596,124444,,
310M400US18500,"Corning, NY Micro Area",95796,90696,1347,37,1564,1629,,
310M400US18580,"Corpus Christi, TX Metro Area",452927,412292,15022,1243,8639,276687,,
310M400US19060,"Cumberland, MD-WV Metro Area",97915,87425,7808,107,418,1366,,
310M400US19260,"Danville, VA Micro Area",101642,63213,31433,174,882,2255,,
310M400US19780,"Des Moines-West Des Moines, IA Metro Area",655409,565256,34432,1321,27912,49294,,
310M400US20380,"Dunn, NC Micro Area",134214,92030,25909,1224,1757,17464,,
310M400US20940,"El Centro, CA Metro Area",181827,117180,4201,1035,2801,153757,,
310M400US21060,"Elizabethtown-Fort Knox, KY Metro Area",152459,125132,14557,945,3017,7554,,
310M400US21300,"Elmira, NY Metro Area",84254,74324,4999,15,1174,2684,,
310M400US22180,"Fayetteville, NC Metro Area",387094,188203,142330,8527,9341,46880,,
310M400US22500,"Florence, SC Metro Area",204961,109807,85922,726,2031,5161,,
310M400US22540,"Fond du Lac, WI Metro Area",103066,97095,2801,442,298,5426,,
310M400US23580,"Gainesville, GA Metro Area",202148,174232,13415,576,3392,58589,,
310M400US25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",397261,281260,85475,808,9046,23364,,
310M400US25980,"Hinesville, GA Metro Area",80008,40310,25869,520,1101,9113,,
310M400US26580,"Huntington-Ashland, WV-KY-OH Metro Area",352823,333412,9257,399,1805,3599,,
310M400US27180,"Jackson, TN Metro Area",129209,82101,40661,178,1173,5949,,
310M400US28100,"Kankakee, IL Metro Area",110024,87469,15976,78,1016,11691,,
310M400US28580,"Key West, FL Micro Area",75027,65534,5227,31,1027,18717,,
310M400US29740,"Las Cruces, NM Metro Area",217522,192259,4341,2650,2084,149162,,
310M400US31940,"Marinette, WI-MI Micro Area",63417,60579,318,780,171,1203,,
310M400US32220,"Marshall, TX Micro Area",66726,N,N,N,N,9047,,
310M400US32740,"Meadville, PA Micro Area",85063,81136,870,69,344,1164,,
310M400US32940,"Meridian, MS Micro Area",104181,54465,47591,852,698,1673,,
310M400US34060,"Morgantown, WV Metro Area",140259,125901,5845,188,3896,3028,,
310M400US34180,"Moses Lake, WA Micro Area",97331,67489,1036,1189,1161,41005,,
310M400US34780,"Muskogee, OK Micro Area",68362,38846,7212,12314,217,4308,,
310M400US35100,"New Bern, NC Metro Area",123433,87982,27434,293,2594,8410,,
310M400US35300,"New Haven-Milford, CT Metro Area",857620,624693,120459,2541,35199,159804,,
310M400US35380,"New Orleans-Metairie, LA Metro Area",1270399,725467,448822,5650,34124,114026,,
310M400US36460,"Olean, NY Micro Area",76840,70431,1018,2539,481,1631,,
310M400US36700,"Orangeburg, SC Micro Area",86934,30177,52599,476,729,2054,,
310M400US37460,"Panama City, FL Metro Area",202977,161351,22432,877,3867,12841,,
310M400US37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",6096372,4011936,1285687,10565,369588,591878,,
310M400US38340,"Pittsfield, MA Metro Area",126348,113854,3940,374,2133,6402,,
310M400US39140,"Prescott, AZ Metro Area",231993,209300,1876,2296,2581,34046,,
310M400US39300,"Providence-Warwick, RI-MA Metro Area",1621337,1326533,95811,5094,49117,215896,,
310M400US39340,"Provo-Orem, UT Metro Area",632705,576099,3569,3130,9309,75137,,
310M400US39540,"Racine, WI Metro Area",196584,161492,23401,541,2756,26275,,
310M400US41660,"San Angelo, TX Metro Area",119310,106378,4564,534,1917,48103,,
310M400US41780,"Sandusky, OH Micro Area",74615,63801,7328,723,46,3408,,
310M400US42200,"Santa Maria-Santa Barbara, CA Metro Area",446527,349976,9371,6202,24922,204686,,
310M400US43300,"Sherman-Denison, TX Metro Area",133991,114158,7629,1168,2366,18541,,
310M400US44180,"Springfield, MO Metro Area",468126,428805,12527,2836,6072,15838,,
310M400US45820,"Topeka, KS Metro Area",232594,197382,15384,3522,2808,24173,,
310M400US45860,"Torrington, CT Micro Area",181111,166880,3296,284,2813,12180,,
310M400US48020,"Watertown-Fort Atkinson, WI Micro Area",85129,79602,807,37,763,6132,,
310M400US48540,"Wheeling, WV-OH Metro Area",140045,131383,3729,220,1430,1318,,
310M400US48660,"Wichita Falls, TX Metro Area",151306,121822,14427,1524,3595,27076,,
310M400US48980,"Wilson, NC Micro Area",81455,40059,32253,400,787,8793,,
310M400US49020,"Winchester, VA-WV Metro Area",141848,129609,5494,113,1887,13649,,
310M400US49220,"Wisconsin Rapids-Marshfield, WI Micro Area",73055,68932,778,573,535,2259,,
310M400US49700,"Yuba City, CA Metro Area",174848,126621,4133,2401,19552,52954,,
310M400US38660,"Ponce, PR Metro Area",288127,203932,17733,481,336,286290,,
310M400US10500,"Albany, GA Metro Area",151158,61488,81424,571,1984,4110,,
310M400US12180,"Auburn, NY Micro Area",77145,71045,3506,132,580,2348,,
310M400US13460,"Bend-Redmond, OR Metro Area",191996,179918,752,1008,2668,15517,,
310M400US13900,"Bismarck, ND Metro Area",132317,116459,2542,8408,1046,3709,,
310M400US14740,"Bremerton-Silverdale, WA Metro Area",269805,215234,6585,2314,13575,21523,,
310M400US14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",943823,672515,108358,2417,52072,190436,,
310M400US16220,"Casper, WY Metro Area",79115,74527,64,1363,131,6790,,
310M400US16300,"Cedar Rapids, IA Metro Area",272295,242266,14696,459,6020,8429,,
310M400US16500,"Centralia, WA Micro Area",79604,70849,267,355,435,8194,,
310M400US16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2569213,1707921,578901,11082,102826,269910,,
310M400US16820,"Charlottesville, VA Metro Area",231565,181088,31553,930,11277,11747,,
310M400US17860,"Columbia, MO Metro Area",180005,146365,16375,827,8521,6356,,
310M400US18260,"Cookeville, TN Micro Area",111825,104046,1924,440,1031,6497,,
310M400US19140,"Dalton, GA Metro Area",143983,133662,4838,164,816,43613,,
310M400US20700,"East Stroudsburg, PA Metro Area",169507,128299,26984,73,4333,28118,,
310M400US22580,"Forest City, NC Micro Area",66826,N,N,N,N,3049,,
310M400US24020,"Glens Falls, NY Metro Area",125462,118775,2457,454,1694,3485,,
310M400US24620,"Greeneville, TN Micro Area",69087,N,N,N,N,2064,,
310M400US25500,"Harrisonburg, VA Metro Area",135277,120038,5084,0,2783,17109,,
310M400US25740,"Helena, MT Micro Area",78791,74231,417,1612,471,2482,,
310M400US25940,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",217686,155337,44084,706,2291,25241,,
310M400US26300,"Hot Springs, AR Metro Area",99154,85417,7374,1004,1048,5811,,
310M400US26860,"Indiana, PA Micro Area",84501,80084,1433,41,847,1126,,
310M400US27340,"Jacksonville, NC Metro Area",197683,146722,27738,1753,3952,25261,,
310M400US27860,"Jonesboro, AR Metro Area",132532,107000,18085,333,660,6394,,
310M400US29020,"Kokomo, IN Metro Area",82366,72144,6281,761,1291,2847,,
310M400US30020,"Lawton, OK Metro Area",125696,79330,17803,4458,2602,16612,,
310M400US31260,"Lufkin, TX Micro Area",87092,69167,12912,1493,1049,19589,,
310M400US31300,"Lumberton, NC Micro Area",131831,36109,31788,53375,840,11874,,
310M400US31980,"Marion, IN Micro Area",65936,58339,4966,88,131,2901,,
310M400US32580,"McAllen-Edinburg-Mission, TX Metro Area",865939,751719,4285,1514,8735,799915,,
310M400US32820,"Memphis, TN-MS-AR Metro Area",1350064,627201,638596,2695,27886,77188,,
310M400US33260,"Midland, TX Metro Area",177218,146927,13488,3069,3446,80481,,
310M400US33540,"Missoula, MT Metro Area",118791,108625,826,1877,1838,3951,,
310M400US33780,"Monroe, MI Metro Area",150439,141477,3117,85,645,5503,,
310M400US35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",19979477,11524534,3420991,72874,2226627,4924385,,
310M400US36300,"Ogdensburg-Massena, NY Micro Area",108047,99965,3066,841,1028,2585,,
310M400US36420,"Oklahoma City, OK Metro Area",1396445,1018616,143024,53433,44630,190619,,
310M400US37900,"Peoria, IL Metro Area",368683,312065,33230,954,9504,13207,,
310M400US38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",2478996,2012782,72039,18410,169067,302491,,
310M400US39380,"Pueblo, CO Metro Area",167529,137420,3615,5493,1342,72189,,
310M400US39500,"Quincy, IL-MO Micro Area",76007,70798,3564,287,426,1204,,
310M400US39660,"Rapid City, SD Metro Area",147316,124549,1813,12257,2056,7320,,
310M400US39820,"Redding, CA Metro Area",180040,153562,2080,4384,5654,18560,,
310M400US39980,"Richmond, IN Micro Area",65936,N,N,N,N,2066,,
310M400US40260,"Roanoke Rapids, NC Micro Area",70250,26584,38199,1781,380,1829,,
310M400US40700,"Roseburg, OR Micro Area",110283,100815,165,2149,1381,6651,,
310M400US40780,"Russellville, AR Micro Area",85535,74560,2178,437,550,10671,,
310M400US41180,"St. Louis, MO-IL Metro Area",2804724,2123617,509407,5553,77113,84693,,
310M400US42340,"Savannah, GA Metro Area",389494,230412,127786,634,8063,25890,,
310M400US42620,"Searcy, AR Micro Area",78727,71855,3569,513,749,3464,,
310M400US42660,"Seattle-Tacoma-Bellevue, WA Metro Area",3939363,2669825,236630,32150,553171,402525,,
310M400US43780,"South Bend-Mishawaka, IN-MI Metro Area",322424,255108,39456,1907,7232,26187,,
310M400US45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3142663,2427557,382296,9323,106874,629987,,
310M400US45540,"The Villages, FL Metro Area",128754,114673,10375,176,1403,7403,,
310M400US46380,"Ukiah, CA Micro Area",87606,73040,294,3434,2190,22445,,
310M400US46700,"Vallejo-Fairfield, CA Metro Area",446610,237882,59795,2524,70209,119970,,
310M400US47700,"Warsaw, IN Micro Area",79344,74508,425,651,1105,6391,,
310M400US48580,"Whitewater-Elkhorn, WI Micro Area",103718,96669,606,165,1041,11610,,
310M400US49340,"Worcester, MA-CT Metro Area",947866,793584,46758,1773,42722,113365,,
310M400US49780,"Zanesville, OH Micro Area",86183,78837,3667,157,222,778,,
