GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C02_001E,S1901_C02_001M,S1901_C03_001E,S1901_C03_001M,S1901_C04_001E,S1901_C04_001M,S1901_C01_002E,S1901_C01_002M,S1901_C02_002E,S1901_C02_002M,S1901_C03_002E,S1901_C03_002M,S1901_C04_002E,S1901_C04_002M,S1901_C01_003E,S1901_C01_003M,S1901_C02_003E,S1901_C02_003M,S1901_C03_003E,S1901_C03_003M,S1901_C04_003E,S1901_C04_003M,S1901_C01_004E,S1901_C01_004M,S1901_C02_004E,S1901_C02_004M,S1901_C03_004E,S1901_C03_004M,S1901_C04_004E,S1901_C04_004M,S1901_C01_005E,S1901_C01_005M,S1901_C02_005E,S1901_C02_005M,S1901_C03_005E,S1901_C03_005M,S1901_C04_005E,S1901_C04_005M,S1901_C01_006E,S1901_C01_006M,S1901_C02_006E,S1901_C02_006M,S1901_C03_006E,S1901_C03_006M,S1901_C04_006E,S1901_C04_006M,S1901_C01_007E,S1901_C01_007M,S1901_C02_007E,S1901_C02_007M,S1901_C03_007E,S1901_C03_007M,S1901_C04_007E,S1901_C04_007M,S1901_C01_008E,S1901_C01_008M,S1901_C02_008E,S1901_C02_008M,S1901_C03_008E,S1901_C03_008M,S1901_C04_008E,S1901_C04_008M,S1901_C01_009E,S1901_C01_009M,S1901_C02_009E,S1901_C02_009M,S1901_C03_009E,S1901_C03_009M,S1901_C04_009E,S1901_C04_009M,S1901_C01_010E,S1901_C01_010M,S1901_C02_010E,S1901_C02_010M,S1901_C03_010E,S1901_C03_010M,S1901_C04_010E,S1901_C04_010M,S1901_C01_011E,S1901_C01_011M,S1901_C02_011E,S1901_C02_011M,S1901_C03_011E,S1901_C03_011M,S1901_C04_011E,S1901_C04_011M,S1901_C01_012E,S1901_C01_012M,S1901_C02_012E,S1901_C02_012M,S1901_C03_012E,S1901_C03_012M,S1901_C04_012E,S1901_C04_012M,S1901_C01_013E,S1901_C01_013M,S1901_C02_013E,S1901_C02_013M,S1901_C03_013E,S1901_C03_013M,S1901_C04_013E,S1901_C04_013M,S1901_C01_014E,S1901_C01_014M,S1901_C02_014E,S1901_C02_014M,S1901_C03_014E,S1901_C03_014M,S1901_C04_014E,S1901_C04_014M,S1901_C01_015E,S1901_C01_015M,S1901_C02_015E,S1901_C02_015M,S1901_C03_015E,S1901_C03_015M,S1901_C04_015E,S1901_C04_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_016E,S1901_C02_016M,S1901_C03_016E,S1901_C03_016M,S1901_C04_016E,S1901_C04_016M
310M400US48580,"Whitewater-Elkhorn, WI Micro Area",40864,1419,26923,1869,N,N,13941,1474,4.7,1.6,1.6,0.9,N,N,11.3,4.1,4.4,1.7,3.2,1.7,N,N,8.1,4.1,6.7,1.6,4.4,1.7,N,N,12.7,3.7,9.1,2.2,8.1,2.9,N,N,12.2,3.4,13.7,2,12.7,2.7,N,N,14.2,3.7,20,2.9,19.9,3.4,N,N,19,4.2,15,2.4,17.2,3.1,N,N,10.1,3.2,15.8,2.6,19.7,3.5,N,N,7.3,3.2,5.4,1.5,6.8,2,N,N,2.4,2.1,5.2,1.3,6.4,1.9,N,N,2.8,1.6,63800,3964,75283,5868,89446,6997,40314,5324,81126,3891,92063,5202,N,N,56585,7414,30.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.1,(X)
310M400US10140,"Aberdeen, WA Micro Area",27674,1615,17388,1590,N,N,10286,1424,8.4,2.8,3.8,2.2,N,N,18.5,7.2,4.1,1.6,1.8,1.2,N,N,8.2,3.9,12.8,2.8,7,3.2,N,N,23.9,5.6,12.3,3.3,13.1,4.9,N,N,14.9,6,13.6,4.2,13.4,5.4,N,N,12,5.5,22.7,4.8,26.6,6.4,N,N,13.1,6.3,11.1,2.5,12.7,3.3,N,N,6.8,3.5,9.5,2.1,13.4,3.6,N,N,2.5,2,3.4,1.7,5,2.6,N,N,0.2,0.4,2.1,1.2,3.3,1.8,N,N,0,1.7,48255,6637,58866,8171,66894,5047,24470,5787,61780,6366,76713,9734,N,N,32443,4036,36.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),39.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.8,(X)
310M400US11640,"Arecibo, PR Metro Area",64093,2379,45322,2331,N,N,18771,1645,31,2.9,22.1,3.1,N,N,53.1,6.7,12.5,2.2,11.8,2.4,N,N,15.5,4.4,19.9,2.8,22.4,3.6,N,N,15.4,4.4,10.5,2.2,12,2.9,N,N,6.7,2.7,13.4,2.3,15.5,3.1,N,N,7.2,3.6,8.1,1.8,10,2.5,N,N,1.5,1.3,2.7,1,3.7,1.4,N,N,0.4,0.6,1.3,0.6,1.5,0.8,N,N,0.4,0.6,0.2,0.3,0.3,0.4,N,N,0,1.1,0.4,0.4,0.6,0.6,N,N,0,1.1,17347,1053,20843,2244,27373,3502,9453,1192,26701,1866,31274,2727,N,N,13844,1889,27.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),19.9,(X)
310M400US11780,"Ashtabula, OH Micro Area",35445,1483,22124,1573,N,N,13321,1609,11.3,2.4,6.3,2.6,N,N,20.8,4.9,6.3,1.8,3.1,1.8,N,N,11.5,3.9,12.6,2.9,9.3,3.3,N,N,20,4.9,8.7,2.4,6.4,2.2,N,N,12.1,4.1,14.8,2.4,15.2,3.1,N,N,14.8,3.8,17.9,2.9,21.2,3.8,N,N,10.6,3.6,12.6,2.5,16.3,3,N,N,6.2,3.5,10.9,2.5,15.8,3.7,N,N,3.2,2.1,3.8,1.6,4.8,2,N,N,0.5,0.8,1.1,0.7,1.6,1.1,N,N,0.4,0.6,46349,4931,60447,4872,66298,6223,22191,5297,60364,6085,74030,7674,N,N,34745,5761,30.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.7,(X)
310M400US15540,"Burlington-South Burlington, VT Metro Area",87329,1698,51422,2409,41000,2393,35907,2250,5.9,1.5,2.9,1.5,0.8,0.6,10.6,2.8,4.4,1.1,1.4,0.9,0.9,0.9,8.9,2.8,6.4,1.4,3.5,1.4,2.8,1.3,11.4,2.8,7,1.4,3.7,1.3,3.5,1.2,11,2.6,11.2,1.8,8.3,2.2,5,1.3,15.7,3.4,16.8,2.1,17.5,2.8,16.8,2.8,18,3.5,16,1.8,20,3,19.7,3.2,9.7,2.4,19.2,1.9,24.8,2.9,29.1,3.4,9.9,2.8,6.9,1.4,9.2,2.1,10.8,2.5,2.6,1.6,6.1,1.2,8.8,1.8,10.5,2.3,2.2,1.1,71452,3693,91694,3691,100466,4221,41059,2193,88163,4650,107455,6138,N,N,57820,5645,31.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.3,(X)
310M400US19460,"Decatur, AL Metro Area",57863,1859,41463,2255,N,N,16400,1646,6.2,1.7,3.2,1.4,N,N,15.5,3.9,4.4,1.4,2.2,1.2,N,N,10,3.9,11.7,2.5,9.4,2.9,N,N,19.3,4.8,12.6,2.7,10.7,2.9,N,N,17.3,4.7,15.4,2.5,15.5,3.3,N,N,16.3,4.6,17.2,2.5,17.1,3,N,N,13.3,4.2,10.8,2.2,13.9,3.1,N,N,3,1.7,14.1,2,18.2,2.8,N,N,3.8,2.5,5.5,1.5,7.1,2,N,N,1.1,1.4,2,0.8,2.7,1.1,N,N,0.4,0.4,49133,4988,60365,7105,77055,6744,28353,3672,67720,4676,79413,6459,N,N,35618,3681,31.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.4,(X)
310M400US25020,"Guayama, PR Metro Area",25441,1830,16645,1479,N,N,8796,1523,29.1,5.2,25.6,4.9,N,N,41.5,8.9,16.6,4,13.7,4.8,N,N,20,7,24.3,4.3,21.9,5.6,N,N,26.1,8,11.1,3.4,13.4,5,N,N,7.6,4.2,9.3,2.9,14,4.3,N,N,1.5,1.6,6.4,2,7.3,2.5,N,N,2.1,1.8,1.3,1.1,1.7,1.7,N,N,0.4,0.7,1.7,1.4,2.2,2.2,N,N,0.7,1.2,0,0.8,0,1.3,N,N,0,2.4,0.2,0.3,0.3,0.5,N,N,0,2.4,17062,2280,19332,2752,27208,5399,12079,2046,23197,2692,26871,3812,N,N,14691,1987,41.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),46.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32,(X)
310M400US27100,"Jackson, MI Metro Area",62598,1720,39406,2186,28870,2150,23192,1943,6.8,1.6,4.2,1.8,1.4,1.1,13.5,3.5,4.9,1.4,3,1.4,1.1,0.8,8.2,3.2,12.7,2.1,7.3,2.4,4.1,1.9,20.4,4.3,10.5,1.9,9.1,2.1,6.7,2,13,3.6,14,2,13.7,2.6,13.3,3.3,15.2,3.3,20.3,2.6,24,3.3,25.3,4,14.9,3.2,11.3,1.9,12.2,2.5,14.8,3.2,8.9,3.3,12.8,1.7,17.6,2.5,21.4,3.1,3.5,1.4,3.9,1.1,5.3,1.7,7.3,2.3,1.1,1,2.8,0.8,3.6,1,4.6,1.4,1.4,1.3,51031,3187,62006,3376,73161,3713,30179,4065,66668,4814,77817,4738,N,N,45322,9716,34.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.7,(X)
310M400US27500,"Janesville-Beloit, WI Metro Area",64632,1246,40744,1684,29328,1643,23888,1754,3.5,1.1,3.5,1.7,0.9,0.7,7.3,2.8,5.4,1.6,1.7,0.7,0.8,0.7,11.8,4,9.2,2.2,6.1,2.1,3.1,1.5,14.8,3.4,9.3,1.9,6.3,1.7,4.9,1.8,13.4,3.8,16.4,2.3,15.5,3.1,13.3,3,18.9,3.5,20.8,2.6,20.7,2.7,21,2.9,19.5,4.9,15.1,1.8,18.9,2.5,22,3,7.8,2.2,13.6,1.6,18.3,2.5,21.7,2.9,4.2,1.9,4.5,1.1,6,1.7,8.4,2.3,1.5,1.1,2.2,0.7,3,1,4,1.3,0.9,0.8,57037,2952,69859,3830,82957,4275,36660,4061,71523,3942,84295,6310,N,N,45420,3515,39.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),41.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.7,(X)
310M400US27980,"Kahului-Wailuku-Lahaina, HI Metro Area",52851,1949,38425,2071,N,N,14426,1812,3.3,1.3,1.9,1,N,N,7.4,3.8,2,0.8,0.3,0.3,N,N,6.4,2.8,5.9,1.5,4.3,1.6,N,N,11.3,3.5,7.8,2,6.5,1.9,N,N,13.4,4.7,11.6,2.7,10,3.4,N,N,16.2,4.9,14.9,2.6,16,3,N,N,15.6,4.8,14,2.5,16.2,2.7,N,N,12.6,4.2,21.3,2.7,23.9,3.5,N,N,8.2,3.6,7.8,1.7,8.7,2,N,N,3.1,2.1,11.4,2.1,12.3,2.4,N,N,5.8,2.7,82917,5453,91725,6590,99161,6464,43039,7648,105483,7296,113958,8525,N,N,68560,9432,42.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),43.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.2,(X)
310M400US29200,"Lafayette-West Lafayette, IN Metro Area",81884,1929,47125,2201,34396,2185,34759,2310,9,1.8,2.8,1.2,1.2,1.1,18.8,4.3,4.3,1.2,1.9,1,0.7,0.6,7.7,2.4,10.6,1.9,5.7,2.1,3.9,1.6,17.2,3.8,11.6,1.8,9.8,2.3,5.6,1.7,14.1,2.9,14,2,13.4,2.7,11.1,2.7,15.5,2.9,18.6,2.4,20.7,3.4,20,3.6,16.4,3.4,11.4,1.9,15.1,2.7,18.5,3.4,5.2,1.8,12.7,1.7,18.1,2.5,22.8,3,4.1,2,4.7,1.2,7.4,2.1,9.6,2.8,0.4,0.4,3.2,0.8,5.1,1.3,6.6,1.7,0.6,0.4,50799,3603,69249,4932,85370,4889,30166,4137,68533,2962,87589,4266,N,N,40001,4001,28.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.6,(X)
310M400US29300,"LaGrange, GA Micro Area",25417,1114,17648,1336,N,N,7769,1228,8.5,3.3,6.9,3.9,N,N,12.3,6.6,8.3,3.3,6.9,3.8,N,N,11.7,4.8,13.8,4.4,11.4,4.7,N,N,19.8,8.1,10.4,3,9.5,3.7,N,N,16.7,7.7,13.6,3.8,11.6,3.8,N,N,15.4,6.7,15.9,3.7,19.1,4.6,N,N,10.8,5.3,9.6,3.1,11.9,3.8,N,N,2.1,1.8,11.6,3.6,13.6,4.9,N,N,6.4,4.5,4.2,1.8,4.6,2.1,N,N,1.7,2.2,4.1,1.7,4.6,2.1,N,N,3.1,3,44260,5382,56368,6331,81382,19042,28183,7896,65104,7176,69561,7374,N,N,51713,17999,36.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),36,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.7,(X)
310M400US30860,"Logan, UT-ID Metro Area",43423,1156,33206,1528,27869,1380,10217,1220,5.8,1.7,4.5,2,2.4,1.4,13.1,4.9,4.6,1.5,2.3,1.3,2.3,1.4,11.8,5.1,6.2,1.7,5.7,1.9,5.2,1.9,8,3,11.9,2.4,9.4,2.4,6.4,2.1,18,6.5,12.7,2.3,11.8,2.6,12,2.7,17.1,5.8,20.9,2.5,22,2.9,23.7,3.3,17.3,5.1,16.6,2.5,18.8,2.7,20.2,3.1,7.3,3.7,13.8,2,16.4,2.5,17.2,2.9,6,2.6,4.8,1.2,5.6,1.6,6.7,1.9,0.8,1,2.9,1.1,3.6,1.3,3.9,1.5,0.5,0.9,59414,4833,66758,4326,72934,4374,34622,4430,71137,3618,78746,4353,N,N,42844,4362,28.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31,(X)
310M400US31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",4354302,11807,2928535,16951,2035971,15011,1425767,16813,5.6,0.2,3.6,0.2,1.8,0.1,11.1,0.5,4.1,0.1,2.2,0.2,1.3,0.1,8.7,0.4,7.6,0.2,6.7,0.2,4.9,0.2,10.6,0.4,7.3,0.2,7.1,0.2,5.4,0.3,8.7,0.3,10.6,0.3,10.5,0.3,8.9,0.3,11.1,0.4,15.8,0.3,15.8,0.3,14.4,0.4,15.8,0.4,12.4,0.2,12.7,0.3,12.7,0.4,11,0.4,16.6,0.3,18.2,0.4,20.6,0.5,12.3,0.5,8.5,0.2,9.7,0.3,12,0.4,4.9,0.3,11.4,0.2,13.6,0.3,17.9,0.3,5.8,0.3,72563,671,82342,787,100781,773,49557,1227,104550,916,116153,1080,136291,1358,74038,1404,39,(X),(X),(X),(X),(X),(X),(X),(X),(X),40.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.9,(X)
310M400US41100,"St. George, UT Metro Area",59863,2283,44128,2545,N,N,15735,1804,4.8,1.5,2.8,1.4,N,N,10.7,4.6,2.7,1.2,1.3,0.8,N,N,7.1,3.5,9.2,1.6,5.9,1.6,N,N,18.9,4.6,11.3,2.4,9.6,2.6,N,N,16.5,5.4,15.3,2.9,16.4,3.7,N,N,10.9,3.5,20.3,2.4,21.3,3,N,N,18.7,4.5,11.7,2.1,13.6,2.8,N,N,6.6,3.4,16.9,2.9,20.1,3.6,N,N,6.7,3.5,3.5,1.3,4.3,1.6,N,N,1,1.1,4.1,1.5,4.6,1.9,N,N,2.7,2,56333,3148,66573,5455,71432,4155,31764,4031,75745,4833,83440,5160,N,N,52512,11258,31.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.3,(X)
310M400US44060,"Spokane-Spokane Valley, WA Metro Area",229018,2746,145035,3874,110317,3313,83983,3380,6.2,0.7,3.4,0.8,1.1,0.5,12.5,1.7,4.6,0.9,1.9,0.7,1.2,0.5,9.8,2,9.8,1,6.3,1.3,3.5,0.8,16.3,2,9.2,1.1,7.6,1,5.4,1,12.8,2.2,14,1.1,12.5,1.4,11.3,1.4,16.9,1.9,19.7,1.3,20.4,1.5,20.6,1.6,17.8,2.3,13.8,1.2,16.4,1.7,18.9,2,7.7,1.4,13.4,1.1,18.7,1.6,21.9,2,3.8,1.3,4.7,0.7,6.4,1,8.1,1.2,1.1,0.5,4.6,0.6,6.3,0.8,8.1,1.1,1.4,0.7,58546,2634,72188,2341,82692,2531,34000,2233,75848,2637,91270,3479,104708,4137,45245,3141,30.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.9,(X)
310M400US44100,"Springfield, IL Metro Area",88301,1752,54228,2417,38121,2148,34073,2333,7.2,1.4,4.5,1.4,0.4,0.4,12.8,2.7,3.8,1,1.8,0.9,0.6,0.6,6.6,2.1,9.3,1.6,6.4,1.9,1.5,0.7,14.9,2.7,8.5,1.8,7.2,1.7,3.3,1.2,12.2,2.9,11.6,1.5,9.6,1.9,8.1,2.2,14.3,2.6,16,1.6,16.1,2,16.4,2.5,16,2.5,15.9,1.9,16.2,2.1,19.6,2.9,13.4,3.2,16.9,1.6,22.3,2.6,27.8,3.2,7.6,2,5.5,1,7.7,1.4,10.9,2,1.3,0.8,5.4,1,8.2,1.5,11.4,2.1,0.9,0.6,63521,4049,81803,4763,100090,5162,38441,3349,80230,3107,97789,5075,N,N,49171,2859,40.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),39.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),40.7,(X)
310M400US44620,"Stevens Point, WI Micro Area",29193,567,17499,1065,N,N,11694,1079,5.8,2,2.4,1.3,N,N,11,4.4,6,2,1.8,1.6,N,N,12.2,4.2,9.2,2.4,3.3,1.6,N,N,19.2,5.5,7.3,1.9,4.9,1.8,N,N,10.3,3.5,14.9,3.2,14.7,4.3,N,N,16.7,5.1,20,2.9,20.6,3.7,N,N,18.3,4.5,13.7,2.5,17.4,3.6,N,N,8,3.7,15.3,2.8,23.9,4.3,N,N,1.9,1.5,5,1.3,6.1,2,N,N,2.1,1.5,3,1.4,4.9,2.2,N,N,0.1,0.3,57452,4538,76906,6188,89339,7586,32046,6711,72478,5441,92560,9000,N,N,40128,4283,25.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),23.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.3,(X)
310M400US44660,"Stillwater, OK Micro Area",30734,1244,16198,1237,N,N,14536,1496,12.4,3.1,2.4,1.9,N,N,23.5,5.6,2.7,1.2,3.7,2.6,N,N,3.1,2.1,12.5,2.8,8,3.7,N,N,17.6,4.6,12.3,3.1,9.1,2.9,N,N,15.3,5.7,11.6,2.6,11.4,4.3,N,N,12.1,3.7,19.2,3.3,21.5,4.4,N,N,16.1,4.3,10.1,2.8,13.2,4.1,N,N,6.8,3.2,11.2,2.5,18.2,4.5,N,N,2.6,1.7,3.2,1.4,4.7,2.5,N,N,1.5,1.6,4.8,1.8,7.9,3.1,N,N,1.2,1.5,48031,4785,68043,6953,75592,12019,30017,4865,67211,8091,88012,9596,N,N,42911,13290,32.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32,(X)
310M400US19180,"Danville, IL Metro Area",30166,1113,18856,1404,N,N,11310,1087,10,2.5,6.7,2.6,N,N,18.5,5.5,7.3,2,6,2.5,N,N,10.2,3.4,11.4,2.2,5.9,2.4,N,N,19,4.1,10.5,2.7,9.6,3,N,N,13.9,4.5,16.9,3.1,17.9,4.3,N,N,14.1,4.5,16.3,2.8,17,3.3,N,N,13.9,4.7,12.5,2.4,15.7,3.7,N,N,7.3,3.5,10.6,2.4,14.8,3.6,N,N,2.2,1.7,2.9,1.4,4.7,2.1,N,N,0,1.3,1.4,0.9,1.8,1.4,N,N,0.7,0.8,43655,2992,56717,8165,70502,11001,27950,6303,58099,5121,70048,7624,N,N,35114,4276,47.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),47.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),44.7,(X)
310M400US20100,"Dover, DE Metro Area",67841,1367,44907,2449,30283,2176,22934,2239,6.3,1.7,4.5,2.1,2,1.9,12.4,4.1,4.5,1.3,2.5,1.1,1.8,1.3,9.2,3.1,10.7,2.1,8.3,2.3,3.6,2.2,17,3.8,11.1,2.2,10.1,2.5,8.2,2.9,11.3,3.6,13,2.7,11.8,2.6,10.1,2.8,16.1,4.9,19.2,2.8,19.2,3.7,19.9,4.1,18.8,4.6,12.8,2.1,16,2.8,19.1,3.3,7.4,3.1,14.4,2.3,17.1,3.1,20.4,3.9,5.8,2.8,4.6,1.2,5.8,1.8,8.2,2.5,1.3,1.1,3.4,1.1,4.7,1.5,6.7,2.2,0.9,1.1,54419,3658,66016,3870,83424,6475,35419,8688,69806,3779,80703,5550,N,N,43831,4589,35.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),37.5,(X)
310M400US20500,"Durham-Chapel Hill, NC Metro Area",225699,3600,138439,4804,101990,4428,87260,4164,5.6,0.9,3.4,1.1,1,0.5,10,1.8,3.7,0.7,1.8,0.7,1,0.5,6.6,1.2,8.1,1,5.3,1,2.9,0.8,13.1,2.1,10.5,1.3,8.3,1.5,4.5,1.1,14.7,2.1,12.8,1.3,10.2,1.5,8.4,1.3,16.7,2.2,17.4,1.5,17.2,2.1,16.3,2,16.8,2.1,11.9,1.3,12.8,1.7,14.3,2.2,10.5,1.9,13.8,1,17.5,1.4,21.3,1.9,6.7,1.3,6.6,0.9,9.5,1.2,12.4,1.5,1.9,0.9,9.7,0.8,13.8,1.3,18,1.7,3,1,62114,2014,80672,2687,102490,5450,39059,2193,92746,3201,113681,3782,134888,4696,57340,6524,27.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.4,(X)
310M400US21820,"Fairbanks, AK Metro Area",36378,1770,24187,1903,N,N,12191,1478,3.5,1.9,2.1,1.6,N,N,6.7,4.3,2.8,2,2.9,2.9,N,N,3.5,2.8,5.4,2.2,2.4,1.8,N,N,11,5.3,6.7,2.3,7.2,3.5,N,N,6.6,3.5,11.3,2.5,8.1,2.9,N,N,19.2,5.3,19.9,3.8,20.7,6.1,N,N,21.5,7,14.5,4.1,13.7,5.4,N,N,13.5,5.6,20.1,3.9,24.1,5.5,N,N,10.8,4.4,7.2,2.3,8.3,3,N,N,2.6,2.7,8.7,3,10.5,4,N,N,4.6,4,75448,6638,88528,11945,95584,8186,50984,5441,98389,10154,109798,12472,N,N,68042,12004,37.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),43.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.7,(X)
310M400US27060,"Ithaca, NY Metro Area",40250,1478,20642,1278,N,N,19608,1699,7.2,2.1,2.3,1.9,N,N,12.3,3.8,6.2,2.4,2.2,1.4,N,N,10.6,4.8,7.9,1.9,6.5,2.2,N,N,10,3.5,9.8,2.6,6.7,2.9,N,N,13.1,4.3,13,2.7,8.7,3.1,N,N,17.9,4.3,17.5,2.8,16.5,4,N,N,17.6,4.3,11.7,2.4,16.2,3.7,N,N,7.4,2.9,14.9,2.7,23.3,4.3,N,N,6.3,2.5,4.7,1.6,6.2,2.3,N,N,2.9,2.1,7.1,1.9,11.4,3.4,N,N,1.7,1.3,57276,5532,85745,7145,100642,8537,37154,3046,80857,6655,107633,11936,N,N,50798,6315,26.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27,(X)
310M400US27620,"Jefferson City, MO Metro Area",57053,1992,38950,2149,N,N,18103,1767,5.5,1.6,4.1,2.1,N,N,10.3,3.4,3.6,1.2,1.4,1.1,N,N,9.4,3.2,8.8,1.9,5.7,2.1,N,N,15.9,4.7,8.8,1.9,8.1,2.7,N,N,12.3,3.6,14,2.2,12.1,2.6,N,N,19.1,4.1,21.9,2.2,22.8,3.5,N,N,17.6,3.9,13.8,2.3,15.6,2.8,N,N,7.7,3,15.8,2,21,2.8,N,N,4.4,2.3,4.9,1.5,5.4,2,N,N,2,1.6,3,1,3.7,1.2,N,N,1.3,1.8,60281,3499,70234,3910,78909,4119,36679,4169,73380,4358,81590,4983,N,N,50339,11543,36.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.9,(X)
310M400US27900,"Joplin, MO Metro Area",71145,1241,47345,2064,34601,2294,23800,2058,7.1,1.5,4.9,1.7,2.1,1.2,15.4,3.9,4.4,1.2,2.5,1.1,1.7,1.3,9.2,3.1,11.6,1.8,9.2,2.6,4.6,2.3,20.9,4.7,12.9,2,10.8,2.2,7.7,2.1,15.3,3.9,17.1,2.3,15.5,2.5,16.3,3.2,18.3,3.8,20.1,2.5,21.1,2.9,22.5,3.3,15.8,4.3,11.3,1.5,15.7,2.1,19.9,2.9,1.8,1,9.3,1.5,11.5,1.9,14,2.4,2.6,1.9,2.8,1,4.2,1.5,5.4,2,0.1,0.1,3.4,1,4.7,1.5,5.8,1.7,0.7,0.6,47012,2476,57586,2317,70325,4606,27845,3360,67753,6271,81315,9002,95829,11865,35458,3659,32.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.7,(X)
310M400US29100,"La Crosse-Onalaska, WI-MN Metro Area",56157,1011,31954,1618,25469,1598,24203,1633,4.5,1.4,1.7,1,0.2,0.3,8.7,2.9,3.8,1.2,0.5,0.4,0.1,0.2,8.2,2.5,8.3,1.7,4.3,1.4,2.5,1.2,13.5,3.4,11.2,1.9,5.4,1.8,3.5,1.4,19.1,4.1,14.2,1.9,10.6,2.2,8.9,2.2,19.6,4,19,2.1,22.6,3.2,21.2,3,15,3.3,12.8,2,17,3,18,3.6,7.1,2.1,17.1,1.9,23.9,3.3,29.1,4,6.7,2,4.5,1.2,7.2,2.1,8.4,2.6,0.7,0.7,4.7,1.1,6.8,1.8,8.2,2.2,1.3,1.2,60402,3415,81407,5726,95281,5767,35365,3304,79549,4462,100238,6076,N,N,49109,6475,34.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),36.9,(X)
