GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C02_001E,S1901_C02_001M,S1901_C03_001E,S1901_C03_001M,S1901_C04_001E,S1901_C04_001M,S1901_C01_002E,S1901_C01_002M,S1901_C02_002E,S1901_C02_002M,S1901_C03_002E,S1901_C03_002M,S1901_C04_002E,S1901_C04_002M,S1901_C01_003E,S1901_C01_003M,S1901_C02_003E,S1901_C02_003M,S1901_C03_003E,S1901_C03_003M,S1901_C04_003E,S1901_C04_003M,S1901_C01_004E,S1901_C01_004M,S1901_C02_004E,S1901_C02_004M,S1901_C03_004E,S1901_C03_004M,S1901_C04_004E,S1901_C04_004M,S1901_C01_005E,S1901_C01_005M,S1901_C02_005E,S1901_C02_005M,S1901_C03_005E,S1901_C03_005M,S1901_C04_005E,S1901_C04_005M,S1901_C01_006E,S1901_C01_006M,S1901_C02_006E,S1901_C02_006M,S1901_C03_006E,S1901_C03_006M,S1901_C04_006E,S1901_C04_006M,S1901_C01_007E,S1901_C01_007M,S1901_C02_007E,S1901_C02_007M,S1901_C03_007E,S1901_C03_007M,S1901_C04_007E,S1901_C04_007M,S1901_C01_008E,S1901_C01_008M,S1901_C02_008E,S1901_C02_008M,S1901_C03_008E,S1901_C03_008M,S1901_C04_008E,S1901_C04_008M,S1901_C01_009E,S1901_C01_009M,S1901_C02_009E,S1901_C02_009M,S1901_C03_009E,S1901_C03_009M,S1901_C04_009E,S1901_C04_009M,S1901_C01_010E,S1901_C01_010M,S1901_C02_010E,S1901_C02_010M,S1901_C03_010E,S1901_C03_010M,S1901_C04_010E,S1901_C04_010M,S1901_C01_011E,S1901_C01_011M,S1901_C02_011E,S1901_C02_011M,S1901_C03_011E,S1901_C03_011M,S1901_C04_011E,S1901_C04_011M,S1901_C01_012E,S1901_C01_012M,S1901_C02_012E,S1901_C02_012M,S1901_C03_012E,S1901_C03_012M,S1901_C04_012E,S1901_C04_012M,S1901_C01_013E,S1901_C01_013M,S1901_C02_013E,S1901_C02_013M,S1901_C03_013E,S1901_C03_013M,S1901_C04_013E,S1901_C04_013M,S1901_C01_014E,S1901_C01_014M,S1901_C02_014E,S1901_C02_014M,S1901_C03_014E,S1901_C03_014M,S1901_C04_014E,S1901_C04_014M,S1901_C01_015E,S1901_C01_015M,S1901_C02_015E,S1901_C02_015M,S1901_C03_015E,S1901_C03_015M,S1901_C04_015E,S1901_C04_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_016E,S1901_C02_016M,S1901_C03_016E,S1901_C03_016M,S1901_C04_016E,S1901_C04_016M
310M400US13180,"Beaver Dam, WI Micro Area",35221,877,23524,1230,N,N,11697,1124,4.4,1.6,1.5,0.9,N,N,11.1,4.5,3.7,1.3,1.2,0.7,N,N,9.6,3.7,8.6,2.2,6.2,2.3,N,N,14.2,5.6,9.2,1.8,6.7,1.8,N,N,14.4,4,14.9,2.8,15.7,3.5,N,N,15.5,4.8,17.8,2.4,19,3.4,N,N,17.1,4.2,20.4,2.3,22.4,2.8,N,N,10.7,3.2,14.9,1.9,19.2,2.6,N,N,6.2,3.3,3.2,0.9,4.4,1.3,N,N,0.2,0.3,2.9,1,3.8,1.5,N,N,1.1,0.9,63077,5268,74524,4546,81926,3027,35799,5751,75589,5260,88437,7732,N,N,45121,3749,37.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),37.1,(X)
310M400US14540,"Bowling Green, KY Metro Area",67424,1997,42337,2247,29656,2202,25087,2193,7.9,1.9,4.7,1.7,0.2,0.3,14.7,4.6,6.9,1.8,4.2,2,1.7,1,14.1,4.4,10.5,2.5,9.2,2.4,6.5,2.1,14.3,5.1,10.5,2.1,8.7,2.7,5.7,2.1,13.7,3.7,12.8,2,11.9,2.6,10.2,2.7,13.7,3.3,19.1,2.4,19.1,3.2,20.9,3.7,15.7,3.7,14.4,2.2,18.9,3.2,22.8,4.1,6.8,3.3,12.6,2.2,16.3,3,22.4,4,4.8,2.7,2.8,1.1,3.9,1.5,5.3,2,1.1,1.5,2.6,0.8,3.2,1.4,4.2,1.8,1.1,1.3,51365,2820,62185,6017,80089,3550,30282,5265,66125,5247,77692,8023,94781,10622,41955,4966,27.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),24,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.1,(X)
310M400US16180,"Carson City, NV Metro Area",23099,568,14933,1165,N,N,8166,1088,3.8,2.1,0.9,1,N,N,9.1,5.2,6.2,2,2.2,1.8,N,N,13.5,5.4,7.4,2.2,4.3,2.4,N,N,14.3,4.8,8.6,2.8,7.6,3.6,N,N,12.4,5.4,15.6,3.6,17.5,5,N,N,15,5.6,19.7,3.7,18.9,4.7,N,N,19.5,6.9,17.5,3.9,20.8,5.6,N,N,9.3,4,11.7,2.9,15.8,4.1,N,N,4.3,3,4.1,2.1,4.5,2.1,N,N,0.9,1.3,5.4,2,7.5,3,N,N,1.7,1.4,56160,4367,72553,13351,82396,7254,36085,11554,83642,11862,100262,15854,N,N,45271,5546,37.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.5,(X)
310M400US17980,"Columbus, GA-AL Metro Area",114607,2743,72901,2902,46496,2962,41706,2606,11.8,1.5,7.2,1.6,1.5,1,20.5,3.3,5.7,1.2,2.8,1,1.6,0.8,10.9,3,10.1,1.8,8.6,1.8,4.9,1.7,13.1,3.1,10,1.7,9.4,2,5.8,1.7,12.3,2.9,12.4,1.9,12,2,10,2.3,13.1,3.6,20,2.1,19.8,2.4,21.1,2.8,19,3.5,12.4,2,16.5,2.8,20.2,3.8,6,2.1,11.2,1.7,14.8,2.5,21.8,3.7,3.9,1.4,3.4,0.9,4.9,1.3,6.8,2.1,0.6,0.8,2.8,0.7,4.1,1,6.3,1.6,0.6,0.5,49731,4120,62348,4053,81191,4645,28909,2707,62902,3239,76512,4437,N,N,37971,2874,42.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),42.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),42,(X)
310M400US21340,"El Paso, TX Metro Area",271122,3812,190884,4540,124390,4410,80238,3790,9.5,1,5.9,1.1,2.3,0.7,19.7,2.7,6.3,0.8,4.2,0.9,3.6,0.9,11.2,2.1,14,1.2,12.4,1.5,9.2,1.4,18.9,2.6,11.8,1.1,13.4,1.3,11.8,1.6,8.5,1.8,14.1,1.2,15,1.6,14.9,1.8,12,2,17.6,1.4,18.8,1.6,20.1,2,14.7,2.6,9.7,1.2,10.7,1.5,12.2,1.8,6.8,1.5,10.5,1.1,11.8,1.3,14.8,1.7,5.4,1.5,3.9,0.8,4.8,1,6.8,1.5,1.5,1,2.6,0.5,3,0.6,4.2,0.9,1.4,0.7,43862,2029,49257,1849,59054,3005,25219,2703,61570,2289,68445,3036,81054,4300,41480,3559,30.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.3,(X)
310M400US22140,"Farmington, NM Metro Area",43707,1245,29548,1545,19252,1717,14159,1603,11.4,2.3,8.5,2.6,4.1,2.3,18.8,4.5,6.2,1.9,5,2.1,3.9,2.6,8.9,3.3,11.4,2.5,10,2.7,4.9,2,15.2,5.1,10.9,2.2,10.5,2.7,9.7,3,12.6,4.8,13.5,2.8,14.2,3.3,13.2,4.2,12,4.3,17.5,2.4,17.5,3,17.5,3.5,18.6,6,11.9,2,13.8,2.5,17.7,3.4,5.4,2.9,11.7,2.2,15.3,2.8,21.3,3.3,3,2,3,1.2,2.9,1.3,3.9,1.9,3.6,2.4,2.4,0.9,2.5,1.2,3.8,1.8,2,1.7,44841,4446,51806,3552,68941,7740,30354,6073,59736,3241,64665,4184,N,N,45562,5973,32.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.3,(X)
310M400US22840,"Fort Payne, AL Micro Area",26462,1458,19148,1468,N,N,7314,1254,10.3,3.3,6,3.3,N,N,22.9,8.2,8.1,2.8,3.5,2.3,N,N,20.3,8.2,14.8,3.9,13.5,5.3,N,N,18.9,7.2,14.8,3.7,14.7,5,N,N,16.2,7.6,11.8,3.1,11.8,3.7,N,N,11.9,5.3,15.7,3.2,19.3,4.1,N,N,4.7,3.5,11.1,3.4,13.6,4.6,N,N,2.6,2.9,8.2,2.6,10.5,3.4,N,N,2.3,2.8,2.2,1.5,3,2.1,N,N,0.1,0.2,3,1.5,4.2,2.1,N,N,0,2.3,36998,4416,50728,8376,61186,7869,18606,6038,57354,6313,69195,8354,N,N,24717,3853,38.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),40,(X)
310M400US30980,"Longview, TX Metro Area",76416,2092,52574,2605,39291,2678,23842,2300,7.6,2,4.1,1.7,0.9,0.6,16.2,4.8,4.7,1.5,2.6,1.5,2.5,1.7,10,3.5,10.3,2,6.1,1.8,5.3,1.8,19.9,4.9,11.5,2.1,9.8,2.4,6.6,2.4,15.4,4.4,14.5,1.9,15.8,2.4,13,2.6,10.9,3.6,16.6,2,18.5,2.8,19.3,3.1,12.9,3.3,12.4,2,14.3,2.6,17.8,3.4,7.4,3.3,14.6,2.6,17.9,3.3,21.5,4.1,6.1,3.4,3.9,1.1,5.5,1.6,6.2,1.9,0.6,0.6,3.9,1.1,5.3,1.5,7,1.9,0.4,0.6,51296,3332,65205,7045,78227,4975,27798,4229,71230,4655,84944,6272,N,N,39036,4626,31.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.6,(X)
310M400US31540,"Madison, WI Metro Area",275594,2553,160006,3480,131076,3791,115588,3308,4.5,0.7,2.1,0.7,0.6,0.3,8.5,1.4,2.4,0.5,0.6,0.2,0.3,0.2,5,1.1,6.9,0.7,3,0.7,2,0.5,12.6,1.4,7.6,0.8,5,0.9,3.4,0.8,11.7,1.6,12.9,0.9,9.2,0.9,7.2,1,18.6,1.9,19,1,18,1.1,15.7,1.1,20.6,1.7,13.3,1,15.6,1.4,16.7,1.5,9.3,1.2,18.6,1.1,25.1,1.4,29,1.7,8.5,1.3,7.1,0.7,10.2,1.1,12.2,1.3,2.7,0.7,7.7,0.6,11.2,1,13.1,1.2,2.6,0.8,70463,1313,94685,2469,105028,2569,44851,1713,93564,2097,116697,3497,128815,3955,58945,3281,25.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.9,(X)
310M400US32020,"Marion, OH Micro Area",24205,1039,14270,1305,N,N,9935,1347,10.3,3,7.7,4,N,N,14.4,5,5.8,2,2.8,1.8,N,N,10,4.4,12.6,3.5,7.7,2.9,N,N,21.3,6.8,10.6,2.8,7.1,3.1,N,N,15.5,6.1,17.9,3.9,19.8,5.4,N,N,15.4,5.7,18.1,4,20.5,6.1,N,N,13.8,5.5,12.2,3,15.7,4,N,N,6.6,4.3,7.5,2.5,10.8,3.9,N,N,2.9,2.2,3.7,1.7,5.6,2.7,N,N,0,1.6,1.4,1.3,2.3,2.2,N,N,0,1.6,43008,3378,56014,8777,68606,9686,27182,4992,54542,4624,67945,6838,N,N,33535,3608,34.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30,(X)
310M400US33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1386468,5235,889847,8673,697123,8264,496621,7289,4.1,0.3,1.9,0.3,0.7,0.1,8.6,0.6,2.9,0.2,1.2,0.2,0.5,0.1,6.2,0.5,5.9,0.3,3.3,0.3,1.9,0.2,11.1,0.6,7,0.3,4.9,0.4,3.1,0.4,11.2,0.6,10.8,0.4,8.4,0.4,6.2,0.4,15.8,0.8,16.5,0.5,15,0.6,13.5,0.6,19.6,0.8,13.9,0.4,15.3,0.5,15.3,0.6,10.8,0.6,19.5,0.4,23.8,0.6,27.2,0.6,10.6,0.6,9.5,0.4,12.4,0.5,14.8,0.6,3.4,0.3,10,0.3,13.7,0.4,16.8,0.5,2.7,0.3,79578,1138,99764,1300,114754,1793,46711,997,104200,1042,124965,1593,141055,1896,62606,1613,27.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.7,(X)
310M400US33980,"Morehead City, NC Micro Area",28720,1584,18202,1433,N,N,10518,1336,4.6,1.5,2.1,1.2,N,N,9.4,3.8,4,1.5,1,0.8,N,N,9.3,3.6,9.2,2.3,4.4,1.8,N,N,18.5,5.5,12.4,2.6,9.9,2.9,N,N,16.4,5.4,14.7,2.5,13.3,3.8,N,N,19.7,4.9,21.8,3.5,24.6,4.4,N,N,14.9,4.4,13.7,2.2,18.1,3.8,N,N,6.7,2.7,12.6,2.6,16.2,3.7,N,N,3.7,2,3.4,1.4,5.6,2.1,N,N,0.4,0.5,3.6,1.1,4.6,1.6,N,N,1.1,0.9,54833,3190,68145,7295,76319,4957,31008,5300,68939,3666,83363,4950,N,N,41588,4174,41.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),44,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),37.2,(X)
310M400US39020,"Portsmouth, OH Micro Area",28719,1277,19352,1540,N,N,9367,1363,13.6,3.2,8.5,3.2,N,N,25,8.1,9.1,2.6,6.1,3,N,N,19.6,6.8,13.4,3.3,8.3,3.2,N,N,22.8,6.7,12.2,2.5,11.2,3.3,N,N,12.7,4.8,11.1,2.6,11.2,2.9,N,N,9.7,4.4,15.2,3.7,19.7,4.8,N,N,5,2.3,11.2,3,15.5,4.3,N,N,1.5,1.8,9.5,2.7,12.8,3.7,N,N,2.3,2.4,2.4,1.2,3.3,1.7,N,N,0.4,0.8,2.4,1.5,3.2,2.1,N,N,0.9,1.4,37257,7566,57744,7318,70575,4549,17137,3235,53019,3994,65376,5586,N,N,25651,4419,36,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),41.6,(X)
310M400US40080,"Richmond-Berea, KY Micro Area",39908,1421,26777,1522,N,N,13131,1368,9.1,2.4,8.1,2.7,N,N,18.7,5.8,5.9,1.7,2.9,2.1,N,N,14,4,10.6,2.1,8.6,2.5,N,N,13.9,4.1,11.2,2.6,9.5,2.7,N,N,14.8,4.6,12.8,2.5,13.9,3.1,N,N,6.1,3.1,17.5,3.1,17.3,3.4,N,N,16.3,4.6,12.6,2.1,14,2.9,N,N,8,4,13.7,2.2,17.9,2.8,N,N,5.1,3.3,3,1.1,3,1.4,N,N,3,2.5,3.6,1.2,4.9,1.8,N,N,0,1.2,50333,3471,58440,6819,73802,7137,29397,6115,67265,5420,77519,8198,N,N,40018,4854,32.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.5,(X)
310M400US40340,"Rochester, MN Metro Area",88644,1232,57893,1707,47735,1677,30751,1708,3.6,1,1.3,0.7,0.4,0.3,9.2,2.7,3.7,1.1,1,0.5,0.2,0.1,8.9,2.7,6.7,1.2,3.4,0.9,2.1,0.8,13,2.5,7.5,1.1,4.9,1.1,3.8,1,12.9,2.6,13.4,1.9,10.7,2.2,8.4,2,18.8,2.9,16.5,1.7,17.4,2.1,16.5,2.2,15.9,2.4,15.3,1.6,17.8,2,18.6,2.3,10.2,2.1,18.4,1.6,22.9,2.1,25.9,2.4,8,2.4,7.3,1.1,9.7,1.4,11.3,1.7,1.9,1.1,7.6,1.1,11,1.5,12.9,1.8,1.2,0.6,72129,3153,92421,3845,100012,3787,40474,3681,94952,4374,117250,6205,129290,6854,49732,3052,27.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.6,(X)
310M400US40420,"Rockford, IL Metro Area",133049,1750,88608,2934,64090,3060,44441,2804,6,1.1,4.1,1.2,0.4,0.3,11.9,2.1,4.8,0.9,3.1,1,1.2,0.7,9.5,2.3,11.3,1.4,7.9,1.7,3.8,1.4,19.2,2.8,11.2,1.3,8.3,1.4,6.6,1.4,15.8,2.5,11.3,1.3,10.5,1.6,9.9,1.8,12.7,2.2,18.8,1.8,19.7,2,20.2,2.5,17.2,3,12.7,1.4,15.2,1.9,18.8,2.4,6,1.5,14.4,1.3,18.3,1.8,22.9,2.3,5.8,1.7,5.2,0.9,7.3,1.4,8.9,1.7,0.9,0.6,4.2,0.7,5.5,1,7.3,1.3,1.1,0.6,55829,2359,70137,3949,84344,3384,31317,1738,73575,2784,86713,3754,102431,4429,42844,2713,34.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.7,(X)
310M400US41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",663870,4148,476960,6307,379553,7683,186910,5835,3.1,0.3,1.7,0.3,0.9,0.2,7.6,1,2.3,0.3,1.1,0.3,0.8,0.3,5.7,0.9,4.4,0.4,3.1,0.4,2.1,0.4,8.5,1.1,4.1,0.5,3.1,0.5,2.1,0.4,6.8,1,6.5,0.5,5.9,0.5,4.7,0.5,8.5,1.1,10.8,0.6,10.2,0.6,8.1,0.7,12.7,1.3,9.7,0.5,9.4,0.6,8.4,0.6,10.8,1.2,17.1,0.7,17.5,0.9,17.9,1.1,15.8,1.5,13,0.6,14.4,0.7,15.7,0.9,8.9,1.2,28.9,0.8,33.5,1,39.3,1.3,14.9,1.4,124696,3147,142234,2747,163287,4185,75599,4249,169063,2838,188737,3516,211256,4592,110312,4430,32.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.8,(X)
310M400US42700,"Sebring, FL Metro Area",40573,2282,27635,2207,N,N,12938,1692,6.1,2.1,3.9,2.3,N,N,10.8,4.2,7,1.8,1.2,1.1,N,N,19.3,5.1,14,3.3,12.2,4.3,N,N,19.2,5.9,18.1,3.4,19.2,4.1,N,N,20,5.4,13.1,2.6,14.8,3.1,N,N,9.9,4.2,19.6,3.5,22.3,4.1,N,N,10.9,4.1,7.9,1.9,8.9,2.8,N,N,2.5,1.9,6.9,2,7.8,2.5,N,N,4.9,3.3,3,1.4,4.2,2.1,N,N,0.6,0.9,4.2,1.9,5.3,2.7,N,N,2,1.6,39796,4437,48812,4784,54422,6155,25372,4008,62081,7864,68473,8706,N,N,45722,12841,33.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.3,(X)
310M400US46660,"Valdosta, GA Metro Area",53680,1742,30272,1879,N,N,23408,2172,21.4,3.6,15.4,4.1,N,N,29.9,6,6.4,1.5,3.3,1.9,N,N,10.4,3.2,11.9,2.4,9.3,3.3,N,N,16.1,4.4,10.1,2.3,9,2.9,N,N,11.8,3.4,10.9,2.6,10.1,3,N,N,11.5,4.1,15.8,2.4,16.3,3.3,N,N,14.3,4.4,9.4,1.9,14,3.2,N,N,3,1.4,8.8,1.9,14.1,3.2,N,N,1.7,1.3,2.6,0.9,4.2,1.6,N,N,0.4,0.5,2.7,1.2,4.1,1.8,N,N,0.9,1,35186,4762,55544,7267,72622,4511,20422,3192,54964,5545,72052,7930,N,N,32014,5736,32.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.3,(X)
310M400US48900,"Wilmington, NC Metro Area",120886,2570,68699,2980,52417,2911,52187,2938,9.7,1.7,5.6,1.9,3.4,1.5,15.5,3.2,4.4,1.3,2.2,1,0.4,0.4,7.6,2.4,9.9,1.8,5.9,1.9,2.3,1,15.7,3.5,8.2,1.4,5.7,1.4,4.8,1.6,11.2,2.7,13.9,1.9,13,2.5,10.6,2.6,16.3,3.3,19,2.2,20.1,2.8,19.8,2.8,17.5,3.5,12.6,1.9,15.7,2.8,18.2,3.4,6.8,2.1,12.2,1.5,18,2.4,22.7,3.2,4.4,1.8,4.7,1,6.5,1.5,8.3,2,2.1,0.9,5.4,0.9,7.3,1.4,9.5,1.9,2.8,1.1,52756,3106,71951,4265,85179,6838,34951,5058,72997,2781,90802,4378,N,N,47594,4179,26.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.7,(X)
310M400US49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",227477,3442,139617,3723,98885,3621,87860,3669,8.1,0.9,5.1,0.8,1.6,0.5,14.2,2.1,6.2,0.9,3.4,0.7,1.3,0.6,10.3,1.8,12.1,1.1,8.1,1.2,4.1,1.1,20.2,2,10.7,0.9,8.8,1.1,7.2,1.3,13.9,1.7,14.5,1,13.3,1.1,12.1,1.3,15.5,2.2,18.6,1.2,21,1.5,22.6,1.9,14.5,1.7,12.1,1,15.8,1.4,19.7,1.9,5.8,1.4,11.9,0.9,16.1,1.4,20.2,1.7,3.9,1,3.3,0.5,4.8,0.7,6.4,0.9,0.7,0.4,2.6,0.5,3.6,0.8,4.9,1.1,1,0.5,47476,1955,62676,2194,76266,2398,28248,2316,64037,2326,77546,3094,92017,4031,40071,2787,29.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.6,(X)
310M400US10540,"Albany, OR Metro Area",48464,952,33226,1692,25582,1868,15238,1646,4,1.7,2.9,1.6,1.6,1.1,8.1,4,5.4,1.6,4.2,2.2,2.9,2.2,11.2,3.8,10.4,2.3,6.4,1.9,3.5,1.7,20.2,6,8.1,2,7.1,2.2,5.7,2.3,8.4,3.1,17.1,3.6,16.4,4.2,13.6,4,18.1,5.4,22.3,3.1,22.3,3.9,24,4.5,20.2,4.7,12.2,2.6,14.3,2.9,16.7,3.5,7.7,4.1,13.3,2.6,17,3.8,20.2,4.8,3.6,2.2,3.9,1.3,5.1,1.8,6.3,2.2,1.4,1.1,3.3,1.3,4.3,1.9,5.5,2.5,1.2,1.5,54113,4736,64303,3594,73606,5993,37630,5928,68989,4904,77248,5447,N,N,47197,10177,28.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.9,(X)
310M400US10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",320501,3499,212489,4637,163091,4631,108012,4244,4.5,0.7,3.1,0.8,1.3,0.4,9.1,1.6,3.7,0.5,1.6,0.4,0.7,0.3,8.2,1.3,9,0.8,5.2,0.7,2.7,0.6,17.1,1.9,9.1,0.8,7.1,0.9,5.7,0.9,13.1,1.4,12.8,0.9,12.1,1.1,10.7,1.2,13.8,1.7,17,1.1,16.3,1.1,16.4,1.4,17.7,2,13.6,0.9,15.6,1.2,15.9,1.5,9.5,1.4,16.5,1,21,1.5,24.7,1.8,6.9,1.1,7.1,0.6,9.2,0.8,11.4,1,2.3,0.8,6.8,0.6,8.7,0.8,10.5,1,2.2,0.8,65929,1838,81206,2606,94901,2938,37692,2719,86386,2019,101760,2649,114592,3045,51903,2905,30.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.8,(X)
310M400US12940,"Baton Rouge, LA Metro Area",301509,4666,196630,5707,134857,5047,104879,5305,8.4,1,4.3,0.8,0.8,0.3,16.8,2.2,3.3,0.6,1.8,0.6,0.6,0.3,6.5,1.4,10.1,1.2,7.4,1.4,3.4,1.1,15,2.5,9.8,1.1,9,1.3,5.8,1,11.9,2.2,11.9,1.1,10.9,1.2,9,1.4,14.7,2.1,16.6,1.3,16.7,1.4,16.2,1.9,16,2.3,11,1.2,12.9,1.6,14.7,2.1,6.9,1.5,14.9,1.3,18.8,1.7,24.2,2.1,6.5,1.5,7.1,0.8,9.3,1.2,12.8,1.6,2.5,0.9,7,0.9,9,1.1,12.6,1.5,3.1,1.4,57843,2729,74869,3891,98545,5127,34619,3483,83425,3280,97839,3825,120406,4954,54181,6931,41.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),41.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),39.9,(X)
310M400US13740,"Billings, MT Metro Area",71787,1894,43367,2067,33699,1908,28420,2353,6.5,1.9,2.3,1.3,1.5,1,13.8,4.1,4.5,1.1,1.8,0.9,0.6,0.4,9,2.4,10.7,1.9,6.9,2.2,4.2,1.8,16.4,3.3,9.1,1.6,6.3,2,3.5,1.4,14.3,3.3,12.6,2,10.7,2.4,9.3,2.8,15.8,3.7,19.4,2.3,20.7,3.4,21.7,3.9,16.4,3.3,13.7,2,17.6,2.8,18.6,2.9,7.4,2.9,13.9,2.3,18.8,3.3,22.4,4,5.8,2.2,5.7,1.3,8.9,2.1,10.5,2.5,0.4,0.5,3.9,1,6.1,1.7,7.7,2.2,0.6,0.6,59623,4123,76351,3661,84827,5807,31466,3753,75248,4582,96452,7547,N,N,40617,3025,28.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),28,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.8,(X)
310M400US19500,"Decatur, IL Metro Area",44562,1294,27761,1710,19714,1507,16801,1552,6.7,1.7,6.1,2.5,0.9,0.8,10.7,2.9,6.2,2,3.1,1.8,0.5,0.5,11.8,4.3,11,2.2,6.3,2.5,3.2,1.7,17.3,4.2,10.2,2,6.2,1.9,4.6,1.9,16.8,4.5,15.9,2.7,14.9,3.1,13.3,3.2,17.6,4.9,17.9,2.5,19.5,3.4,21.9,3.8,16.4,4.3,12.1,2.2,15.1,2.8,18.2,3.7,5.2,2.8,12.9,2.2,18,3.1,23,3.9,3.3,1.7,3.4,1,5.4,1.6,7.1,2.2,0.3,0.4,3.7,1.1,5.5,1.6,7.3,2.1,0.6,0.6,50066,2977,65716,6430,80554,4718,30094,2570,68066,4742,84264,6892,N,N,38635,3032,32.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.3,(X)
310M400US20740,"Eau Claire, WI Metro Area",66796,1378,40674,1737,33410,1469,26122,1847,5.5,1.3,3.2,1.2,1.5,0.8,10.7,2.9,4.4,1.3,2,1.1,1.7,1.2,8.7,2.8,9,1.5,4.1,1.2,2.9,1.2,17.2,3.4,10.9,2.2,7.5,2.1,5.5,1.8,15.8,3.9,11,1.7,10.7,2,9.5,1.7,12.7,2.9,22,2.5,20.8,2.7,20.3,2.9,22.5,4.3,13.9,1.8,17.8,2.5,19.6,2.9,6.7,2.2,16.8,2.1,23.7,2.9,27.1,3.4,4.7,1.9,3.7,0.8,5.8,1.3,6.7,1.5,0.3,0.3,2.9,0.8,4.3,1.2,5.2,1.5,0.7,0.6,60081,2940,76573,3672,86324,5497,33574,2753,73481,3475,90939,4596,N,N,43097,3011,28.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.4,(X)
