GEO_ID,Area Name_x,Total_Population over 25 years old,Less than 9th Grade,Less than 9th Grade,9th to 12th (no diploma),High School Diploma,Some College (no degree),Associate Degree,Bachelor Degree,Graduate/Proffesional Degree,High School Graduate or Higher,Bachelor Degree or Higher,White,Black/African American,American Indian & Alaska Native,Asian,Some other race,Hispanic/Latino
id,Geographic Area Name,Estimate!!Total!!Population 25 years and over,Estimate!!Total!!Population 25 years and over!!Less than 9th grade,Estimate!!Total!!Population 25 years and over!!Less than 9th grade,"Estimate!!Total!!Population 25 years and over!!9th to 12th grade, no diploma",Estimate!!Total!!Population 25 years and over!!High school graduate (includes equivalency),"Estimate!!Total!!Population 25 years and over!!Some college, no degree",Estimate!!Total!!Population 25 years and over!!Associate's degree,Estimate!!Total!!Population 25 years and over!!Bachelor's degree,Estimate!!Total!!Population 25 years and over!!Graduate or professional degree,Estimate!!Total!!Population 25 years and over!!High school graduate or higher,Estimate!!Total!!Population 25 years and over!!Bachelor's degree or higher,Estimate!!RACE!!Total population!!One race!!White,Estimate!!RACE!!Total population!!One race!!Black or African American,Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native,Estimate!!RACE!!Total population!!One race!!Asian,Estimate!!RACE!!Total population!!One race!!Some other race,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)
310M400US31980,"Marion, IN Micro Area",44188,1367,1367,5109,16814,10008,4301,3534,3055,37712,6589,58339,4966,88,131,328,2901
310M400US36420,"Oklahoma City, OK Metro Area",916138,35464,35464,60232,250542,218408,70588,177513,103391,820442,280904,1018616,143024,53433,44630,49406,190619
310M400US39660,"Rapid City, SD Metro Area",101906,1526,1526,4182,32329,20165,11417,21456,10831,96198,32287,124549,1813,12257,2056,371,7320
310M400US39980,"Richmond, IN Micro Area",45297,1924,1924,3692,16322,10262,4705,5081,3311,39681,8392,N,N,N,N,N,2066
310M400US42620,"Searcy, AR Micro Area",50440,3106,3106,4083,19290,8772,3569,7371,4249,43251,11620,71855,3569,513,749,230,3464
310M400US42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2769714,81833,81833,113838,530239,576836,258663,742826,465479,2574043,1208305,2669825,236630,32150,553171,141952,402525
310M400US45540,"The Villages, FL Metro Area",115853,2975,2975,6854,34205,25250,10774,19542,16253,106024,35795,114673,10375,176,1403,1194,7403
310M400US48580,"Whitewater-Elkhorn, WI Micro Area",69603,1793,1793,5029,22704,15724,5815,12093,6445,62781,18538,96669,606,165,1041,2247,11610
310M400US10140,"Aberdeen, WA Micro Area",53250,1885,1885,4681,17367,15511,6298,5059,2449,46684,7508,65300,1120,2922,597,446,7563
310M400US11640,"Arecibo, PR Metro Area",126450,19327,19327,12337,35012,14219,15374,22219,7962,94786,30181,144832,5128,0,736,22358,173085
310M400US11780,"Ashtabula, OH Micro Area",68534,3710,3710,6431,28498,12673,5651,7010,4561,58393,11571,N,N,N,N,N,4214
310M400US15540,"Burlington-South Burlington, VT Metro Area",149236,1919,1919,7253,34221,24183,13446,42726,25488,140064,68214,200654,3898,456,8360,1219,4896
310M400US19460,"Decatur, AL Metro Area",104747,5678,5678,11307,32749,21825,8849,16470,7869,87762,24339,116854,21102,2132,659,8158,10432
310M400US25020,"Guayama, PR Metro Area",50366,6602,6602,4633,19488,8203,3076,6232,2132,39131,8364,N,N,N,N,N,70322
310M400US27100,"Jackson, MI Metro Area",111128,2171,2171,8354,38174,28191,10922,15362,7954,100603,23316,138207,12464,418,1421,1226,5726
310M400US27500,"Janesville-Beloit, WI Metro Area",110949,2601,2601,7093,41231,23144,12385,15972,8523,101255,24495,140071,6476,637,2059,7946,14541
310M400US27980,"Kahului-Wailuku-Lahaina, HI Metro Area",119560,4199,4199,4883,38395,25641,11215,22769,12458,110478,35227,57518,1207,306,50436,2772,19231
310M400US29200,"Lafayette-West Lafayette, IN Metro Area",126742,2370,2370,7992,33269,27135,10215,27397,18364,116380,45761,186524,10911,671,15628,3418,17952
310M400US29300,"LaGrange, GA Micro Area",44510,2414,2414,4074,16981,11437,2504,4466,2634,38022,7100,40980,26220,0,1622,817,2620
310M400US30860,"Logan, UT-ID Metro Area",73208,1751,1751,3051,15955,18162,6476,18101,9712,68406,27813,129144,991,761,3066,3698,14853
310M400US31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",9151774,1016379,1016379,723732,1810764,1770474,666100,2061593,1102732,7411663,3164325,7107103,871348,89302,2158975,2455202,6003538
310M400US41100,"St. George, UT Metro Area",112431,2555,2555,5017,24883,29394,15599,21597,13386,104859,34983,157786,1160,2589,1926,4369,18185
310M400US44060,"Spokane-Spokane Valley, WA Metro Area",394787,7056,7056,18981,93450,103464,52912,76781,42143,368750,118924,501179,9005,10084,12189,10753,32322
310M400US44100,"Springfield, IL Metro Area",145028,2045,2045,8736,41163,32851,12374,29645,18214,134247,47859,171906,24398,589,4287,1035,4686
310M400US44620,"Stevens Point, WI Micro Area",45956,897,897,1948,15248,8079,5089,10366,4329,43111,14695,65360,377,209,2338,1582,2402
310M400US44660,"Stillwater, OK Micro Area",44976,897,897,2521,12910,8912,2765,10364,6607,41558,16971,66152,3212,2896,3324,256,3986
310M400US19180,"Danville, IL Metro Area",52343,1506,1506,3450,22892,11446,4613,5271,3165,47387,8436,62290,10903,111,797,730,3999
310M400US20100,"Dover, DE Metro Area",120156,5372,5372,13978,39124,25423,8294,16233,11732,100806,27965,116529,45522,1556,4144,1737,13193
310M400US20500,"Durham-Chapel Hill, NC Metro Area",391802,18395,18395,18425,75270,59835,31335,95630,92912,354982,188542,361033,149073,3054,29174,16748,66780
310M400US21820,"Fairbanks, AK Metro Area",63123,1968,1968,2125,15935,19403,5392,10551,7749,59030,18300,74307,4941,8025,2956,867,8282
310M400US27060,"Ithaca, NY Metro Area",59759,1731,1731,2004,11508,7864,5617,12578,18457,56024,31035,81512,4703,196,10518,2601,5472
310M400US27620,"Jefferson City, MO Metro Area",103583,2776,2776,7139,35200,21975,6678,19709,10106,93668,29815,132155,13079,618,1099,478,3309
310M400US27900,"Joplin, MO Metro Area",119979,4575,4575,10392,43113,25403,9960,18974,7562,105012,26536,160546,2975,4650,2146,2027,13240
310M400US29100,"La Crosse-Onalaska, WI-MN Metro Area",89492,1670,1670,2105,24670,19099,10376,19479,12093,85717,31572,125150,2479,520,5289,1114,2576
310M400US29820,"Las Vegas-Henderson-Paradise, NV Metro Area",1530208,88127,88127,128138,429391,387783,120382,246720,129667,1313943,376387,1285689,264357,23704,219628,295018,701766
310M400US34620,"Muncie, IN Metro Area",70761,1898,1898,6248,22869,15647,6391,9434,8274,62615,17708,101710,7989,110,1718,114,2942
310M400US35660,"Niles-Benton Harbor, MI Metro Area",107435,3465,3465,7759,28417,26437,9692,20502,11163,96211,31665,121712,21589,862,2842,1431,8802
310M400US37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",576636,53326,53326,31454,116809,129340,58431,117297,69979,491856,187276,685974,14696,5106,64523,39930,366098
310M400US40660,"Rome, GA Metro Area",65529,4413,4413,7771,24108,12096,6034,6537,4570,53345,11107,78436,13648,299,1807,1338,11059
310M400US41860,"San Francisco-Oakland-Hayward, CA Metro Area",3432405,175924,175924,165037,537633,575844,227376,1025802,724789,3091444,1750591,2258551,341977,23664,1255010,506360,1033915
310M400US43060,"Shawnee, OK Micro Area",48443,756,756,4517,16785,12072,4072,6150,4091,43170,10241,54800,2597,9342,432,503,3781
310M400US10740,"Albuquerque, NM Metro Area",633749,25574,25574,47751,154685,146654,51127,116135,91823,560424,207958,718012,24752,52487,21431,61182,451627
310M400US12020,"Athens-Clarke County, GA Metro Area",127511,4149,4149,10521,30951,21794,8579,26118,25399,112841,51517,153631,42677,326,6914,2294,18296
310M400US13220,"Beckley, WV Metro Area",84422,5273,5273,8073,33572,16831,6297,8306,6070,71076,14376,N,N,N,N,N,837
310M400US15180,"Brownsville-Harlingen, TX Metro Area",250704,43442,43442,32977,69237,44513,17990,29493,13052,174285,42545,402981,2917,535,3630,11441,380728
310M400US17220,"Clarksburg, WV Micro Area",65849,1388,1388,6667,29173,10933,4892,7821,4975,57794,12796,N,N,N,N,N,1057
310M400US18300,"Coos Bay, OR Micro Area",48685,1122,1122,5815,13333,17074,3786,4952,2603,41748,7555,57168,125,2397,886,1293,4284
310M400US19740,"Denver-Aurora-Lakewood, CO Metro Area",2039409,75934,75934,99702,398790,392688,159063,576602,336630,1863773,913232,2379650,167061,23705,124068,114531,680017
310M400US20260,"Duluth, MN-WI Metro Area",192651,2885,2885,8343,53018,49052,25202,35449,18702,181423,54151,255700,4112,6395,2181,648,4876
310M400US22660,"Fort Collins, CO Metro Area",232676,3139,3139,8226,38385,50574,21544,65806,45002,221311,110808,320513,3523,1972,7779,3841,40855
310M400US27740,"Johnson City, TN Metro Area",144831,6525,6525,11753,45089,33577,8107,23179,16601,126553,39780,189135,6296,540,2479,2119,6802
310M400US33140,"Michigan City-La Porte, IN Metro Area",77816,3024,3024,6135,32274,14592,6759,10074,4958,68657,15032,90465,12635,551,69,2710,7524
310M400US39060,"Pottsville, PA Micro Area",104443,2827,2827,8798,46307,17701,11359,12247,5204,92818,17451,132576,5390,373,714,1258,6787
310M400US41700,"San Antonio-New Braunfels, TX Metro Area",1632165,112424,112424,131436,438341,368235,132321,285566,163842,1388305,449408,2074299,174071,16274,65750,106741,1399600
310M400US41900,"San Germán, PR Metro Area",84863,15754,15754,8716,24169,9202,6988,15133,4901,60393,20034,N,N,N,N,N,117500
310M400US43100,"Sheboygan, WI Metro Area",81042,1737,1737,3781,28207,17936,9960,12823,6598,75524,19421,102997,2533,655,6745,795,7507
310M400US43140,"Shelby, NC Micro Area",67518,3102,3102,7716,22353,14705,7233,7915,4494,56700,12409,71358,21214,240,1103,2829,3573
310M400US44300,"State College, PA Metro Area",97947,2112,2112,3128,28321,11328,7268,23042,22748,92707,45790,142490,6076,63,11373,911,4945
310M400US46300,"Twin Falls, ID Metro Area",69492,5565,5565,5488,19209,17429,8253,7827,5721,58439,13548,99802,190,412,2172,5160,21532
310M400US47580,"Warner Robins, GA Metro Area",128508,4713,4713,10505,36143,28511,12880,21497,14259,113290,35756,111003,68694,640,5646,2993,12813
310M400US11260,"Anchorage, AK Metro Area",261342,5806,5806,9394,67510,67813,22865,53762,34192,246142,87954,270251,17580,30339,30216,5776,32554
310M400US12620,"Bangor, ME Metro Area",108069,2532,2532,6162,36743,21239,11128,19373,10892,99375,30265,143056,1690,2037,1688,255,2115
310M400US17340,"Clearlake, CA Micro Area",47142,3247,3247,4298,13020,13439,4455,5326,3357,39597,8683,47341,1546,3040,622,9643,13717
310M400US18180,"Concord, NH Micro Area",108780,2716,2716,4111,32581,18919,12523,19907,18023,101953,37930,142580,2033,388,3026,671,3402
310M400US18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",193753,6098,6098,10686,51942,45824,19786,36557,22860,176969,59417,224954,23641,1125,7695,8975,24645
310M400US22420,"Flint, MI Metro Area",280501,9045,9045,16409,89613,74449,28747,39717,22521,255047,62238,304719,80771,1523,4031,1899,14198
310M400US22900,"Fort Smith, AR-OK Metro Area",190244,11494,11494,20273,64503,43707,13916,23818,12533,158477,36351,211658,11111,17096,8045,16507,29073
310M400US25180,"Hagerstown-Martinsburg, MD-WV Metro Area",186641,6234,6234,15851,67840,39410,17325,26634,13347,164556,39981,225868,25716,184,3702,2511,13540
310M400US25260,"Hanford-Corcoran, CA Metro Area",94303,11901,11901,12537,23578,22992,9408,9483,4404,69865,13887,96634,10428,1502,6833,30198,83200
310M400US27260,"Jacksonville, FL Metro Area",1061404,34216,34216,64621,295990,226450,104185,214643,121299,962567,335942,1062395,325384,4804,58444,30166,141094
310M400US30620,"Lima, OH Metro Area",68507,1379,1379,4828,27729,13277,9387,6725,5182,62300,11907,84580,11915,359,850,1145,3248
310M400US36980,"Owensboro, KY Metro Area",80754,2002,2002,5100,28743,19208,8200,10686,6815,73652,17501,108363,4455,177,1978,741,3325
310M400US38820,"Port Angeles, WA Micro Area",58807,897,897,2776,13641,17078,6948,10202,7265,55134,17467,67645,965,3491,1516,189,4933
310M400US39900,"Reno, NV Metro Area",327283,13149,13149,20258,78828,83500,29191,63497,38860,293876,102357,357500,11785,7333,23807,46041,115795
310M400US44340,"Statesboro, GA Micro Area",41851,1422,1422,4388,10701,9414,4118,6464,5344,36041,11808,49991,20136,0,1108,352,3188
310M400US49620,"York-Hanover, PA Metro Area",311944,9979,9979,21105,122067,48814,30105,52368,27506,280860,79874,393886,24439,979,7293,7646,35450
310M400US11540,"Appleton, WI Metro Area",161737,3992,3992,6385,51326,32161,19096,33719,15058,151360,48777,215684,4003,3505,6932,3189,10533
310M400US11900,"Athens, OH Micro Area",37179,556,556,2485,14342,6642,2408,5043,5703,34138,10746,59700,1864,231,1699,111,1279
310M400US17300,"Clarksville, TN-KY Metro Area",177555,4169,4169,8712,50542,44907,20037,32863,16325,164674,49188,204060,60148,1987,6361,5215,26946
310M400US18140,"Columbus, OH Metro Area",1417147,33692,33692,78467,388102,277183,106068,336606,197029,1304988,533635,1572126,330617,4300,94387,27262,90759
310M400US21780,"Evansville, IN-KY Metro Area",217763,5167,5167,14890,72001,45743,23549,37759,18654,197706,56413,275678,25800,206,2873,4034,7257
310M400US24860,"Greenville-Anderson-Mauldin, SC Metro Area",613177,29651,29651,53921,165059,115493,60074,118295,70684,529605,188979,689359,145056,6844,17493,22877,63553
310M400US26900,"Indianapolis-Carmel-Anderson, IN Metro Area",1367315,45943,45943,96643,376270,261220,108811,309149,169279,1224729,478428,1552540,318095,2948,67856,49081,139431
310M400US27460,"Jamestown-Dunkirk-Fredonia, NY Micro Area",90314,3025,3025,7087,32518,16208,11914,10819,8743,80202,19562,116291,3434,394,716,4427,10006
310M400US29420,"Lake Havasu City-Kingman, AZ Metro Area",160767,5710,5710,15088,55424,48237,13282,15673,7353,139969,23026,191170,2409,4346,2518,3283,35269
310M400US31140,"Louisville/Jefferson County, KY-IN Metro Area",900705,29270,29270,62931,261615,194696,80125,164603,107465,808504,272068,1029065,188963,2501,27555,17784,64690
310M400US31860,"Mankato-North Mankato, MN Metro Area",61791,1907,1907,2440,15506,12886,8640,13955,6457,57444,20412,92042,3596,156,2058,800,4178
310M400US33500,"Minot, ND Micro Area",49176,2555,2555,2218,14179,10098,7137,9794,3195,44403,12989,66356,2927,1276,1291,786,4270
310M400US36500,"Olympia-Tumwater, WA Metro Area",202731,2909,2909,7736,43814,50492,20285,46801,30694,192086,77495,230886,8869,3392,17362,5630,26299
310M400US36540,"Omaha-Council Bluffs, NE-IA Metro Area",618013,21116,21116,30841,145144,136192,59198,146025,79497,566056,225522,785763,71345,5231,27950,20857,100456
310M400US38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",3258671,175840,175840,215475,749520,786952,290496,658424,381964,2867356,1040388,3826597,277836,113770,192042,244029,1515683
310M400US38540,"Pocatello, ID Metro Area",55563,1106,1106,3083,14402,15102,6406,10152,5312,51374,15464,78243,659,2662,1987,870,7647
310M400US40140,"Riverside-San Bernardino-Ontario, CA Metro Area",2971102,262653,262653,277093,835246,699582,247289,417430,231809,2431356,649239,2807022,338820,36622,320618,895998,2386370
310M400US46020,"Truckee-Grass Valley, CA Micro Area",77506,1425,1425,1688,13952,25105,6368,19825,9143,74393,28968,91285,534,345,1249,2207,9644
310M400US46060,"Tucson, AZ Metro Area",700491,31752,31752,50264,162971,175128,59438,129456,91482,618475,220938,771880,37940,45440,30481,91913,390183
310M400US10180,"Abilene, TX Metro Area",108776,4424,4424,9415,33914,26161,7987,18266,8609,94937,26875,131634,14541,648,3952,16581,40426
310M400US10580,"Albany-Schenectady-Troy, NY Metro Area",608198,14879,14879,30750,156874,102066,73296,122052,108281,562569,230333,726878,71466,2530,39262,9859,47288
310M400US11100,"Amarillo, TX Metro Area",172104,9764,9764,12644,47345,42831,14328,32368,12824,149696,45192,226506,17031,2461,9600,5567,78201
310M400US11460,"Ann Arbor, MI Metro Area",232636,2271,2271,8604,33556,40514,16451,63216,68024,221761,131240,272448,42546,555,36404,3867,17977
310M400US12100,"Atlantic City-Hammonton, NJ Metro Area",182954,9652,9652,12579,55122,39033,14037,33305,19226,160723,52531,173409,37050,557,21421,22107,51019
310M400US14100,"Bloomsburg-Berwick, PA Metro Area",57184,1337,1337,3288,24097,6741,4710,9845,7166,52559,17011,78336,1596,56,1872,1163,2041
310M400US15680,"California-Lexington Park, MD Metro Area",73248,2621,2621,4194,24037,12851,4161,15078,10306,66433,25384,86881,17155,89,2693,1804,5995
310M400US20940,"El Centro, CA Metro Area",111825,16135,16135,17494,28537,26921,6976,10661,5101,78196,15762,117180,4201,1035,2801,47971,153757
310M400US21300,"Elmira, NY Metro Area",59628,1998,1998,5306,22183,11390,6516,6985,5250,52324,12235,74324,4999,15,1174,501,2684
310M400US27180,"Jackson, TN Metro Area",86846,3178,3178,7500,29406,21098,5842,12672,7150,76168,19822,82101,40661,178,1173,3046,5949
310M400US28580,"Key West, FL Micro Area",58893,3622,3622,2173,16853,12011,4284,11675,8275,53098,19950,65534,5227,31,1027,1991,18717
310M400US39340,"Provo-Orem, UT Metro Area",315665,6455,6455,11215,53892,78640,34869,89296,41298,297995,130594,576099,3569,3130,9309,13557,75137
310M400US43300,"Sherman-Denison, TX Metro Area",90519,3525,3525,5658,26797,26545,8893,11880,7221,81336,19101,114158,7629,1168,2366,2667,18541
310M400US44180,"Springfield, MO Metro Area",308295,11085,11085,17821,91600,78438,27107,49521,32723,279389,82244,428805,12527,2836,6072,3930,15838
310M400US48980,"Wilson, NC Micro Area",55381,3941,3941,7141,15656,10637,5591,8156,4259,44299,12415,40059,32253,400,787,4907,8793
310M400US49220,"Wisconsin Rapids-Marshfield, WI Micro Area",52200,1019,1019,2853,20148,10427,5962,7623,4168,48328,11791,68932,778,573,535,422,2259
310M400US10500,"Albany, GA Metro Area",95850,4680,4680,11825,30894,21009,9927,10012,7503,79345,17515,61488,81424,571,1984,2015,4110
310M400US14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",645814,34996,34996,29086,133036,93435,42952,173054,139255,581732,312309,672515,108358,2417,52072,77390,190436
310M400US16220,"Casper, WY Metro Area",54037,802,802,2659,13498,16367,7192,8577,4942,50576,13519,74527,64,1363,131,364,6790
310M400US16500,"Centralia, WA Micro Area",56789,1623,1623,4378,16715,15332,8152,6779,3810,50788,10589,70849,267,355,435,1743,8194
310M400US17860,"Columbia, MO Metro Area",107408,1572,1572,3582,20358,22074,7831,27958,24033,102254,51991,146365,16375,827,8521,359,6356
310M400US19140,"Dalton, GA Metro Area",93514,13385,13385,12924,30028,16760,6241,9716,4460,67205,14176,133662,4838,164,816,3409,43613
310M400US24020,"Glens Falls, NY Metro Area",93339,4234,4234,6486,30544,16523,10090,13743,11719,82619,25462,118775,2457,454,1694,654,3485
310M400US25500,"Harrisonburg, VA Metro Area",81315,5558,5558,5769,27332,12044,5913,14067,10632,69988,24699,120038,5084,0,2783,1994,17109
310M400US27860,"Jonesboro, AR Metro Area",85632,4632,4632,6692,32268,15434,5471,13699,7436,74308,21135,107000,18085,333,660,3274,6394
310M400US29020,"Kokomo, IN Metro Area",57555,1135,1135,5942,20242,12798,4481,8514,4443,50478,12957,72144,6281,761,1291,270,2847
310M400US31260,"Lufkin, TX Micro Area",57205,6031,6031,4910,17945,14429,4235,7121,2534,46264,9655,69167,12912,1493,1049,1735,19589
310M400US32580,"McAllen-Edinburg-Mission, TX Metro Area",489388,97936,97936,66895,117396,90472,25296,64552,26841,324557,91393,751719,4285,1514,8735,88329,799915
310M400US33260,"Midland, TX Metro Area",111202,6270,6270,11912,26405,26852,9202,21751,8810,93020,30561,146927,13488,3069,3446,5239,80481
310M400US33540,"Missoula, MT Metro Area",81094,934,934,2561,16439,20332,8635,19263,12930,77599,32193,108625,826,1877,1838,442,3951
310M400US37900,"Peoria, IL Metro Area",252810,5850,5850,14285,76524,57060,26668,46014,26409,232675,72423,312065,33230,954,9504,3376,13207
310M400US40700,"Roseburg, OR Micro Area",81736,1979,1979,6882,27964,21522,7044,11652,4693,72875,16345,100815,165,2149,1381,1211,6651
310M400US40780,"Russellville, AR Micro Area",56350,3418,3418,6083,21483,11765,3650,7011,2940,46849,9951,74560,2178,437,550,4873,10671
310M400US47700,"Warsaw, IN Micro Area",53158,3330,3330,3590,18741,12065,3851,6957,4624,46238,11581,74508,425,651,1105,1774,6391
310M400US49780,"Zanesville, OH Micro Area",59323,1657,1657,4788,25238,10880,7133,6064,3563,52878,9627,78837,3667,157,222,89,778
