GEO_ID,Total_Workers,Male_Workers,Female_Workers,Private_Auto,Public_Transport,Walks,Bike,Other,Works_Home,Median_Income,Mean_Income,Unemployment_Rate,City_Code,Population,City,State_Abbr,City_State,Total_Population over 25 years old,Less than 9th Grade,9th to 12th (no diploma),High School Diploma,Some College (no degree),Associate Degree,Bachelor Degree,Graduate/Proffesional Degree,High School Graduate or Higher,Bachelor Degree or Higher,White,Black/African American,American Indian & Alaska Native,Asian,Some other race,Hispanic/Latino,Median_value,State
310M400US22840,N,N,N,N,N,N,N,N,N,36998,57354,3.2,"Fort Payne, AL Micro Area",71385,Fort Payne,AL,"Fort Payne,AL",48169,6710,4971,14333,9524,5471,3931,3229,36488,7160,60157,1335,868,173,7583,10595,156300,Alabama
310M400US10700,N,N,N,N,N,N,N,N,N,47528,63466,4.4,"Albertville, AL Micro Area",96109,Albertville,AL,"Albertville,AL",64311,3778,7367,19795,13453,5364,9316,5238,53166,14554,87628,3727,269,385,2360,13768,138000,Alabama
310M400US18980,N,N,N,N,N,N,N,N,N,44612,67585,4.3,"Cullman, AL Micro Area",83442,Cullman,AL,"Cullman,AL",58319,2733,7495,18149,15616,7267,4916,2143,48091,7059,78643,906,301,166,1367,3699,128800,Alabama
310M400US13820,507506,263345,244161,93.6,0.6,0.9,0,0.7,4.2,56409,78724,5.7,"Birmingham-Hoover, AL Metro Area",1151801,Birmingham-Hoover,AL,"Birmingham-Hoover,AL",793589,26968,60354,222394,175455,68414,153043,86961,706267,240004,758523,326670,2666,16731,23703,51894,187300,Alabama
310M400US33660,169536,85857,83679,93.2,0.3,1.1,0.1,1.5,3.9,43061,60779,5.6,"Mobile, AL Metro Area",413757,Mobile,AL,"Mobile,AL",280211,8010,31824,97080,59156,21667,41139,21335,240377,62474,239651,150188,3056,8037,4990,12648,144000,Alabama
310M400US23460,N,N,N,N,N,N,N,N,N,45868,63046,5.2,"Gadsden, AL Metro Area",102501,Gadsden,AL,"Gadsden,AL",71369,2758,5703,23717,17385,7617,8676,5513,62908,14189,81129,17474,209,862,1094,4116,135400,Alabama
310M400US46220,110381,56323,54058,94.9,0.2,0.7,0.1,0.4,3.6,50939,68402,5.1,"Tuscaloosa, AL Metro Area",244895,Tuscaloosa,AL,"Tuscaloosa,AL",156356,4349,11714,51052,34522,12005,25138,17576,140293,42714,153905,83712,529,3471,412,9128,170900,Alabama
310M400US45180,N,N,N,N,N,N,N,N,N,42026,62147,7.9,"Talladega-Sylacauga, AL Micro Area",92812,Talladega-Sylacauga,AL,"Talladega-Sylacauga,AL",66908,2437,10198,23621,16592,4370,6137,3553,54273,9690,59777,31290,433,110,82,1451,132300,Alabama
310M400US20020,60397,32286,28111,95.8,0,0.6,0.1,0.9,2.7,45152,62065,6.5,"Dothan, AL Metro Area",148245,Dothan,AL,"Dothan,AL",102899,4132,11520,33711,23239,10000,13108,7189,87247,20297,107663,37050,162,700,194,5123,142900,Alabama
310M400US19300,99896,49319,50577,91.2,0,0.7,0.1,2.4,5.7,56813,80251,2.4,"Daphne-Fairhope-Foley, AL Metro Area",218022,Daphne-Fairhope-Foley,AL,"Daphne-Fairhope-Foley,AL",155691,3625,11657,44013,34404,13169,32210,16613,140409,48823,187759,20554,1276,2338,2586,10132,207600,Alabama
310M400US33860,159028,79461,79567,94.3,0.3,1.8,0.1,0.7,2.8,51943,71987,5.7,"Montgomery, AL Metro Area",373401,Montgomery,AL,"Montgomery,AL",254544,10842,23535,74686,51983,20034,43045,30419,220167,73464,183643,168341,936,8497,5711,11528,153000,Alabama
310M400US26620,217137,119924,97213,93.7,0.2,0.9,0.1,1.1,4.1,63765,84048,5.2,"Huntsville, AL Metro Area",462693,Huntsville,AL,"Huntsville,AL",319638,10152,21437,70028,63133,26084,80615,48189,288049,128804,320825,102045,1903,10680,11417,24487,199900,Alabama
310M400US12220,73342,38453,34889,91.4,1.2,2.5,0.2,0.6,4.1,46456,73270,5.8,"Auburn-Opelika, AL Metro Area",163941,Auburn-Opelika,AL,"Auburn-Opelika,AL",97653,1659,6187,22215,23673,10432,19722,13765,89807,33487,115009,38323,453,6950,582,6164,190400,Alabama
310M400US22520,64199,34970,29229,96.6,0,1.1,0.3,0.6,1.3,49407,67747,3,"Florence-Muscle Shoals, AL Metro Area",147149,Florence-Muscle Shoals,AL,"Florence-Muscle Shoals,AL",103229,3450,9151,41580,19402,7697,13966,7983,90628,21949,123528,18998,364,904,1420,4110,155400,Alabama
310M400US11500,48536,25745,22791,94,0.7,2.1,0,0.3,2.9,45818,61117,8.1,"Anniston-Oxford-Jacksonville, AL Metro Area",114277,Anniston-Oxford-Jacksonville,AL,"Anniston-Oxford-Jacksonville,AL",79172,3061,9060,25761,20815,6224,7914,6337,67051,14251,85046,24737,107,426,1182,4469,133500,Alabama
310M400US19460,66292,35499,30793,94.9,0.3,0.4,0,1.1,3.3,49133,67720,3.9,"Decatur, AL Metro Area",152046,Decatur,AL,"Decatur,AL",104747,5678,11307,32749,21825,8849,16470,7869,87762,24339,116854,21102,2132,659,8158,10432,146100,Alabama
310M400US32020,N,N,N,N,N,N,N,N,N,43008,54542,4.2,"Marion, OH Micro Area",65256,Marion,OH,"Marion,OH",45697,1334,3087,21790,10838,3504,3155,1989,41276,5144,58259,3627,239,459,358,1801,119900,Ohio
310M400US39020,N,N,N,N,N,N,N,N,N,37257,53019,8.7,"Portsmouth, OH Micro Area",75502,Portsmouth,OH,"Portsmouth,OH",52325,1699,5625,23493,9620,3954,4771,3163,45001,7934,N,N,N,N,N,938,114800,Ohio
310M400US49660,235391,121676,113715,91.3,0.9,2,0.1,1.5,4.3,47476,64037,6.8,"Youngstown-Warren-Boardman, OH-PA Metro Area",538952,Youngstown-Warren-Boardman,OH,"Youngstown-Warren-Boardman,OH",384312,10775,27489,155544,73630,31682,54490,30702,346048,85192,457985,55632,925,4713,3676,20171,126100,Ohio
310M400US10420,351466,180444,171022,90.7,1.6,1.7,0.1,0.5,5.3,60019,79792,5.5,"Akron, OH Metro Area",704845,Akron,OH,"Akron,OH",488511,10958,27186,144629,104731,38842,99244,62921,450367,162165,570663,84683,1337,23481,4663,15287,164800,Ohio
310M400US35420,43835,23423,20412,91.5,0.1,0.7,1.9,3.3,2.5,49658,66384,4.6,"New Philadelphia-Dover, OH Micro Area",92176,New Philadelphia-Dover,OH,"New Philadelphia-Dover,OH",63675,3662,4966,27566,11015,4509,6835,5122,55047,11957,N,N,N,N,N,1406,145500,Ohio
310M400US49300,53561,28439,25122,89.9,0,3.2,0.6,1.5,4.8,59111,71609,3.1,"Wooster, OH Micro Area",115967,Wooster,OH,"Wooster,OH",76712,4882,4790,30648,14751,4047,10630,6964,67040,17594,110011,3167,91,241,819,2421,155700,Ohio
310M400US41780,N,N,N,N,N,N,N,N,N,49751,68826,3.6,"Sandusky, OH Micro Area",74615,Sandusky,OH,"Sandusky,OH",53992,1708,3303,17962,12687,6195,7459,4678,48981,12137,63801,7328,723,46,833,3408,148500,Ohio
310M400US15940,185115,96850,88265,92.2,0.9,1.6,0.1,1,4.3,51624,66980,5.1,"Canton-Massillon, OH Metro Area",398655,Canton-Massillon,OH,"Canton-Massillon,OH",279380,7250,15285,108134,63564,25753,38847,20547,256845,59394,350338,27718,630,3951,4341,8127,143900,Ohio
310M400US19380,376562,193719,182843,90.6,2.3,2.4,0.3,0.5,4,54942,74229,5.7,"Dayton, OH Metro Area",806548,Dayton,OH,"Dayton,OH",552910,12055,36136,155902,127517,52374,96266,72660,504719,168926,629667,122754,2071,18874,4737,23229,150200,Ohio
310M400US44220,59739,31793,27946,92.6,0.9,2,0.2,0.7,3.7,49875,62017,7.4,"Springfield, OH Metro Area",134585,Springfield,OH,"Springfield,OH",92334,3732,7330,31732,22575,9283,11920,5762,81272,17682,117175,11167,126,726,405,4732,121200,Ohio
310M400US17460,989149,498937,490212,89.4,2.7,1.9,0.4,1,4.6,56203,80216,5.5,"Cleveland-Elyria, OH Metro Area",2057009,Cleveland-Elyria,OH,"Cleveland-Elyria,OH",1448340,37883,93563,406997,310266,126143,288170,185318,1316894,473488,1513150,403531,4928,47596,22966,124444,165700,Ohio
310M400US17060,28207,15581,12626,94.2,1.6,2.2,0,0.4,1.7,46769,60114,7.8,"Chillicothe, OH Micro Area",76931,Chillicothe,OH,"Chillicothe,OH",54556,2210,5470,21875,12296,4002,5071,3632,46876,8703,69435,4446,0,512,234,1017,152700,Ohio
310M400US22300,39674,21551,18123,93.5,1.8,0.6,0.4,1.4,2.3,60788,77579,4,"Findlay, OH Micro Area",75930,Findlay,OH,"Findlay,OH",52581,586,3736,19042,11492,4351,8267,5107,48259,13374,69877,1198,0,1384,1275,4218,161300,Ohio
310M400US41400,N,N,N,N,N,N,N,N,N,43745,59305,4.7,"Salem, OH Micro Area",102665,Salem,OH,"Salem,OH",73947,1688,5524,34030,13111,5769,8865,4960,66735,13825,N,N,N,N,N,776,105700,Ohio
310M400US31900,49883,26503,23380,93.6,0.2,1.1,0.1,0.3,4.7,49564,61538,4.4,"Mansfield, OH Metro Area",121099,Mansfield,OH,"Mansfield,OH",86115,3307,8466,33960,17171,7473,9920,5818,74342,15738,105522,10266,290,1033,343,2397,129100,Ohio
310M400US17140,1080732,562708,518024,89.8,1.7,2.2,0.2,1,5.1,62743,84959,3.8,"Cincinnati, OH-KY-IN Metro Area",2189442,Cincinnati,OH,"Cincinnati,OH",1475197,38501,88952,435876,287262,123024,306971,194611,1347744,501582,1776549,266491,2862,60327,22127,73212,182600,Ohio
310M400US45780,280283,142334,137949,92.8,1.4,1.9,0.7,0.7,2.5,51321,69966,6,"Toledo, OH Metro Area",602871,Toledo,OH,"Toledo,OH",402180,8854,28078,129604,89580,38361,65469,42234,365248,107703,465606,84288,1660,9103,12370,42471,140700,Ohio
310M400US11780,39174,20233,18941,92.5,0.3,2.6,0,0.8,3.7,46349,60364,8.5,"Ashtabula, OH Micro Area",97493,Ashtabula,OH,"Ashtabula,OH",68534,3710,6431,28498,12673,5651,7010,4561,58393,11571,N,N,N,N,N,4214,111100,Ohio
310M400US30620,47568,24843,22725,92.6,0.4,1.6,0.2,1.3,3.8,49063,63196,4.8,"Lima, OH Metro Area",102663,Lima,OH,"Lima,OH",68507,1379,4828,27729,13277,9387,6725,5182,62300,11907,84580,11915,359,850,1145,3248,123400,Ohio
310M400US11900,28383,14351,14032,78.9,2.1,12.9,2.1,1.1,2.9,36944,52960,7.9,"Athens, OH Micro Area",65818,Athens,OH,"Athens,OH",37179,556,2485,14342,6642,2408,5043,5703,34138,10746,59700,1864,231,1699,111,1279,152800,Ohio
310M400US18140,1049446,542661,506785,89.5,1.7,2.2,0.3,0.9,5.5,64052,85955,4.2,"Columbus, OH Metro Area",2106541,Columbus,OH,"Columbus,OH",1417147,33692,78467,388102,277183,106068,336606,197029,1304988,533635,1572126,330617,4300,94387,27262,90759,207700,Ohio
310M400US49780,38599,20877,17722,92,0.5,4.5,0,1,2,49602,65748,5.7,"Zanesville, OH Micro Area",86183,Zanesville,OH,"Zanesville,OH",59323,1657,4788,25238,10880,7133,6064,3563,52878,9627,78837,3667,157,222,89,778,132900,Ohio
310M400US33460,1952642,1008637,944005,85.5,4.5,2.4,0.8,0.9,5.9,79578,104200,3.2,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3629190,Minneapolis-St. Paul-Bloomington,MN,"Minneapolis-St. Paul-Bloomington,MN",2466476,66557,85938,516302,487262,259864,685966,364587,2313981,1050553,2845996,314994,22769,242873,73389,217078,276300,Minnesota
310M400US40340,116449,59371,57078,85.5,4.6,3.3,0.4,0.7,5.5,72129,94952,2.3,"Rochester, MN Metro Area",219802,Rochester,MN,"Rochester,MN",149921,3949,5445,34777,26663,20483,34538,24066,140527,58604,191048,10168,501,9686,3312,9920,222000,Minnesota
310M400US14660,42487,22189,20298,88.4,0.5,2.5,0.5,0.7,7.5,51177,67120,3.9,"Brainerd, MN Micro Area",94408,Brainerd,MN,"Brainerd,MN",67850,563,3468,19985,19413,7886,11509,5026,63819,16535,86294,544,4689,471,201,1098,204200,Minnesota
310M400US22060,31590,16517,15073,80.6,0.6,2.7,0,1.4,14.7,65839,82287,6,"Faribault-Northfield, MN Micro Area",66523,Faribault-Northfield,MN,"Faribault-Northfield,MN",41908,1252,2704,13264,8534,4240,8363,3551,37952,11914,57152,3893,256,1653,2417,5404,227000,Minnesota
310M400US41060,103028,52103,50925,87.9,2,4.4,0.4,0.6,4.8,60759,77648,5.2,"St. Cloud, MN Metro Area",199801,St. Cloud,MN,"St. Cloud,MN",125069,4937,5062,33851,26427,20739,22202,11851,115070,34053,175325,13450,163,3402,3624,6529,194800,Minnesota
310M400US20260,134212,68743,65469,88.2,2.1,4.4,0.8,0.9,3.5,53767,69280,4.6,"Duluth, MN-WI Metro Area",278799,Duluth,MN,"Duluth,MN",192651,2885,8343,53018,49052,25202,35449,18702,181423,54151,255700,4112,6395,2181,648,4876,167000,Minnesota
310M400US31860,56095,29841,26254,86.3,1.4,2.1,0.1,1.5,8.6,60255,75984,1.6,"Mankato-North Mankato, MN Metro Area",101647,Mankato-North Mankato,MN,"Mankato-North Mankato,MN",61791,1907,2440,15506,12886,8640,13955,6457,57444,20412,92042,3596,156,2058,800,4178,204600,Minnesota
310M400US33980,29589,14964,14625,89.7,1,1.2,0.7,2,5.3,54833,68939,4.5,"Morehead City, NC Micro Area",69524,Morehead City,NC,"Morehead City,NC",52668,1357,3536,13173,12035,7561,9482,5524,47775,15006,62764,3291,102,1092,42,2965,224800,North Carolina
310M400US48900,138180,71204,66976,89.7,0.4,1.9,0.2,0.4,7.4,52756,72997,4.3,"Wilmington, NC Metro Area",294436,Wilmington,NC,"Wilmington,NC",203658,5071,10780,43703,46017,20444,53011,24632,187807,77643,236582,41532,571,3763,5547,17629,240700,North Carolina
310M400US21020,28872,14350,14522,95,0.4,2.5,0,0.8,1.3,50391,61810,5.4,"Elizabeth City, NC Micro Area",66815,Elizabeth City,NC,"Elizabeth City,NC",46622,2413,3899,13942,10359,5777,6269,3963,40310,10232,N,N,N,N,N,2936,179300,North Carolina
310M400US24780,85693,43336,42357,93,0.9,1.8,0.2,0.2,3.8,42481,59322,7.1,"Greenville, NC Metro Area",179914,Greenville,NC,"Greenville,NC",111171,4352,9484,26425,23045,12381,23555,11929,97335,35484,103416,62463,967,3697,5354,11419,152000,North Carolina
310M400US11700,221563,113779,107784,87,0.5,2.1,0.2,0.9,9.3,52410,75206,3.2,"Asheville, NC Metro Area",459585,Asheville,NC,"Asheville,NC",339843,9601,22121,82568,68502,34156,75866,47029,308121,122895,415603,21235,1684,4940,6450,32573,250300,North Carolina
310M400US22180,175561,95738,79823,89.4,0.4,5.1,0.2,1.8,3.1,46679,61397,7.3,"Fayetteville, NC Metro Area",387094,Fayetteville,NC,"Fayetteville,NC",242623,6543,16237,62159,68609,26401,40987,21687,219843,62674,188203,142330,8527,9341,14384,46880,153800,North Carolina
310M400US35100,50320,28440,21880,91.3,0,2.1,0.4,1.8,4.4,48557,65644,7.2,"New Bern, NC Metro Area",123433,New Bern,NC,"New Bern,NC",85241,2262,7111,24425,22111,8580,13151,7601,75868,20752,87982,27434,293,2594,1591,8410,177500,North Carolina
310M400US22580,N,N,N,N,N,N,N,N,N,43111,57586,9.5,"Forest City, NC Micro Area",66826,Forest City,NC,"Forest City,NC",47753,1597,6182,14174,12342,5646,5016,2796,39974,7812,N,N,N,N,N,3049,147100,North Carolina
310M400US24140,55713,29480,26233,94,0.5,1.9,0,0,3.6,40791,63210,5,"Goldsboro, NC Metro Area",123248,Goldsboro,NC,"Goldsboro,NC",82613,5269,7660,24424,21285,9971,9965,4039,69684,14004,79135,37652,22,1667,1285,15211,144000,North Carolina
310M400US39580,705918,372295,333623,87.9,0.9,1.3,0.1,0.8,9.1,75165,100738,3.4,"Raleigh, NC Metro Area",1362540,Raleigh,NC,"Raleigh,NC",914534,30272,39108,161386,164434,80492,277214,161628,845154,438842,900618,270574,3351,79832,57523,146870,274500,North Carolina
310M400US49180,302447,155626,146821,92.7,0.8,1,0,0.8,4.7,48699,68995,5,"Winston-Salem, NC Metro Area",671456,Winston-Salem,NC,"Winston-Salem,NC",465117,21312,43072,134871,100254,45502,77774,42332,400733,120106,503384,122738,2518,12553,13336,69035,167300,North Carolina
310M400US34340,N,N,N,N,N,N,N,N,N,48398,62494,3.1,"Mount Airy, NC Micro Area",71948,Mount Airy,NC,"Mount Airy,NC",50905,4190,5344,15644,10527,6362,6087,2751,41371,8838,N,N,N,N,N,7764,155400,North Carolina
310M400US20380,54857,30040,24817,94,0,1,0,1.5,3.4,51022,64140,6.6,"Dunn, NC Micro Area",134214,Dunn,NC,"Dunn,NC",87112,4094,7119,26279,21815,9200,12449,6156,75899,18605,92030,25909,1224,1757,5601,17464,182600,North Carolina
310M400US16740,1281494,678352,603142,88.6,1.5,1.4,0.1,1.2,7.3,62068,89273,4.3,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2569213,Charlotte-Concord-Gastonia,NC,"Charlotte-Concord-Gastonia,NC",1737932,71471,113273,402812,361417,160767,421008,207184,1553188,628192,1707921,578901,11082,102826,96922,269910,233300,North Carolina
310M400US31300,48364,24842,23522,96,0.5,0.7,0,1.1,1.6,35037,46921,4.7,"Lumberton, NC Micro Area",131831,Lumberton,NC,"Lumberton,NC",85742,6891,12606,25687,19718,9062,7912,3866,66245,11778,36109,31788,53375,840,7093,11874,103600,North Carolina
310M400US40260,N,N,N,N,N,N,N,N,N,37027,49849,7,"Roanoke Rapids, NC Micro Area",70250,Roanoke Rapids,NC,"Roanoke Rapids,NC",50219,3224,5872,20204,9318,4503,4451,2647,41123,7098,26584,38199,1781,380,230,1829,114200,North Carolina
310M400US35900,N,N,N,N,N,N,N,N,N,43466,63537,6.9,"North Wilkesboro, NC Micro Area",68557,North Wilkesboro,NC,"North Wilkesboro,NC",49741,3384,6799,14293,11556,5451,5813,2445,39558,8258,62850,3042,0,225,841,4637,119700,North Carolina
310M400US25860,165850,89316,76534,93,0.3,0.9,0,2.9,3,47544,65343,7.3,"Hickory-Lenoir-Morganton, NC Metro Area",368416,Hickory-Lenoir-Morganton,NC,"Hickory-Lenoir-Morganton,NC",264161,14741,28175,85989,53017,30325,36490,15424,221245,51914,309924,24242,1452,11095,13405,27841,144000,North Carolina
310M400US24660,352108,180349,171759,92.2,0.4,1.5,0.2,0.8,4.9,50026,71748,5.4,"Greensboro-High Point, NC Metro Area",767711,Greensboro-High Point,NC,"Greensboro-High Point,NC",522457,25982,41112,135152,113429,50306,103214,53262,455363,156476,479670,204289,4581,29269,28101,65930,163700,North Carolina
310M400US38240,N,N,N,N,N,N,N,N,N,58531,80720,3.8,"Pinehurst-Southern Pines, NC Micro Area",98682,Pinehurst-Southern Pines,NC,"Pinehurst-Southern Pines,NC",71231,1856,3282,14911,14574,8393,16576,11639,66093,28215,81692,10406,537,1672,882,6709,256400,North Carolina
310M400US15500,75707,38237,37470,94.3,0.3,0.9,0,0.3,4.2,49979,68592,5.4,"Burlington, NC Metro Area",166436,Burlington,NC,"Burlington,NC",111388,5643,7669,31861,25827,11809,20870,7709,98076,28579,115202,32746,409,2829,11414,21498,162700,North Carolina
310M400US40580,65523,31791,33732,91.2,1.1,1.8,0,1.6,4.3,46733,65822,6.6,"Rocky Mount, NC Metro Area",146021,Rocky Mount,NC,"Rocky Mount,NC",101633,4233,8164,37341,21219,10257,14944,5475,89236,20419,69112,67470,767,1005,4306,9139,132300,North Carolina
310M400US27340,102696,66979,35717,87.8,0.1,7.3,0,0.5,4.2,50639,61979,7.8,"Jacksonville, NC Metro Area",197683,Jacksonville,NC,"Jacksonville,NC",106570,3169,7058,31625,28349,11005,17464,7900,96343,25364,146722,27738,1753,3952,3275,25261,165800,North Carolina
310M400US20500,288623,141607,147016,84.4,3.4,3.2,0.6,1.8,6.7,62114,92746,3.3,"Durham-Chapel Hill, NC Metro Area",575412,Durham-Chapel Hill,NC,"Durham-Chapel Hill,NC",391802,18395,18425,75270,59835,31335,95630,92912,354982,188542,361033,149073,3054,29174,16748,66780,256800,North Carolina
310M400US43140,N,N,N,N,N,N,N,N,N,40690,54716,6.3,"Shelby, NC Micro Area",97645,Shelby,NC,"Shelby,NC",67518,3102,7716,22353,14705,7233,7915,4494,56700,12409,71358,21214,240,1103,2829,3573,144500,North Carolina
310M400US48980,N,N,N,N,N,N,N,N,N,42769,59891,6.6,"Wilson, NC Micro Area",81455,Wilson,NC,"Wilson,NC",55381,3941,7141,15656,10637,5591,8156,4259,44299,12415,40059,32253,400,787,4907,8793,135900,North Carolina
310M400US40420,159512,84148,75364,92.2,0.9,1,0.4,1.1,4.5,55829,73575,6.4,"Rockford, IL Metro Area",337658,Rockford,IL,"Rockford,IL",229494,10237,17038,75967,54165,19816,31930,20341,202219,52271,273713,37746,462,9233,5944,49276,135400,Illinois
310M400US19500,47319,24099,23220,93.3,0.6,2.7,0,1.2,2.2,50066,68066,7,"Decatur, IL Metro Area",104712,Decatur,IL,"Decatur,IL",72883,1724,5821,25345,18056,6410,10218,5309,65338,15527,81660,17609,149,1226,468,2459,111900,Illinois
310M400US16060,53467,27490,25977,89.9,2,4.3,1.8,0.3,1.7,42716,59076,7.2,"Carbondale-Marion, IL Metro Area",124475,Carbondale-Marion,IL,"Carbondale-Marion,IL",82951,2869,4182,23537,20156,8994,11583,11630,75900,23213,103458,10712,435,3432,2448,4442,122300,Illinois
310M400US36860,69292,35883,33409,93.4,0,1.1,0.3,1.5,3.8,52572,72017,4.5,"Ottawa-Peru, IL Micro Area",147853,Ottawa-Peru,IL,"Ottawa-Peru,IL",105703,2778,8896,38935,24764,11528,13091,5711,94029,18802,136936,4030,64,1317,2755,14353,136600,Illinois
310M400US16580,113813,59299,54514,80.5,6,7.2,1.5,0.4,4.3,52912,73062,4.9,"Champaign-Urbana, IL Metro Area",237356,Champaign-Urbana,IL,"Champaign-Urbana,IL",140821,1841,6823,32378,28508,12391,29303,29577,132157,58880,175685,28044,182,23862,3166,13814,167800,Illinois
310M400US28100,49764,26022,23742,91.8,0.8,1.1,0.2,2.4,3.7,51404,68548,4.3,"Kankakee, IL Metro Area",110024,Kankakee,IL,"Kankakee,IL",72724,3145,5943,25803,17137,6334,8710,5652,63636,14362,87469,15976,78,1016,2820,11691,163600,Illinois
310M400US39500,38183,20003,18180,92,0.7,2.8,0,1,3.4,54948,73282,2.7,"Quincy, IL-MO Micro Area",76007,Quincy,IL,"Quincy,IL",52856,780,3012,18411,11605,4853,9367,4828,49064,14195,70798,3564,287,426,31,1204,146800,Illinois
310M400US16980,4707416,2483069,2224347,77.8,12.1,2.8,0.7,1.2,5.4,70760,99570,5.7,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",9497790,Chicago-Naperville-Elgin,IL,"Chicago-Naperville-Elgin,IL",6479044,347099,362999,1568191,1237240,466540,1494347,1002628,5768946,2496975,6266286,1553178,29510,646746,723056,2128297,256700,Illinois
310M400US14010,95460,48923,46537,88.6,0.7,4.3,0.4,0.6,5.4,64822,83393,3.2,"Bloomington, IL Metro Area",190884,Bloomington,IL,"Bloomington,IL",117675,1188,3725,29744,22832,9532,31565,19089,112762,50654,161398,14674,290,8986,1506,8894,175000,Illinois
310M400US44100,101711,50397,51314,92.7,1,1.4,0.5,0.9,3.4,63521,80230,5.3,"Springfield, IL Metro Area",207676,Springfield,IL,"Springfield,IL",145028,2045,8736,41163,32851,12374,29645,18214,134247,47859,171906,24398,589,4287,1035,4686,155500,Illinois
310M400US19180,29963,16686,13277,89.5,0.5,1.3,0.1,1,7.7,43655,58099,8.1,"Danville, IL Metro Area",76806,Danville,IL,"Danville,IL",52343,1506,3450,22892,11446,4613,5271,3165,47387,8436,62290,10903,111,797,730,3999,88900,Illinois
310M400US37900,165806,85483,80323,93.1,0.7,2,0.2,0.4,3.6,58603,76223,4.8,"Peoria, IL Metro Area",368683,Peoria,IL,"Peoria,IL",252810,5850,14285,76524,57060,26668,46014,26409,232675,72423,312065,33230,954,9504,3376,13207,144500,Illinois
310M400US41940,1022362,574382,447980,85.6,4,2.2,1.6,1.6,5,124696,169063,4,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1999107,San Jose-Sunnyvale-Santa Clara,CA,"San Jose-Sunnyvale-Santa Clara,CA",1390276,84780,66731,196184,205192,102509,389587,345293,1238765,734880,912089,49738,9161,723157,194539,527780,1097900,California
310M400US23420,401700,220285,181415,91.4,1.1,1.8,0.5,1.3,4,52629,72519,8.1,"Fresno, CA Metro Area",994400,Fresno,CA,"Fresno,CA",614887,83924,59509,138951,141465,57116,88479,45443,471454,133922,643787,45504,15894,103204,139153,531677,276400,California
310M400US41500,192389,108254,84135,80.4,1.3,2.8,0.6,10.1,4.8,70681,100358,4.4,"Salinas, CA Metro Area",435594,Salinas,CA,"Salinas,CA",277909,50347,26328,58339,50166,23669,40932,28128,201234,69060,205303,11753,6540,25748,167885,257572,578800,California
310M400US42020,126971,68652,58319,84.2,0.7,5,2.2,0.7,7.2,71148,96520,4.8,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",284010,San Luis Obispo-Paso Robles-Arroyo Grande,CA,"San Luis Obispo-Paso Robles-Arroyo Grande,CA",190079,8841,8101,37705,49355,20086,41426,24565,173137,65991,248227,5123,1731,10265,6756,64774,597300,California
310M400US49700,71133,39186,31947,89.4,0.4,1.9,0.8,1.8,5.7,54745,73525,8.7,"Yuba City, CA Metro Area",174848,Yuba City,CA,"Yuba City,CA",113305,11301,12275,24733,32234,12338,13485,6939,89729,20424,126621,4133,2401,19552,7479,52954,308000,California
310M400US32900,108162,64745,43417,88.7,0.6,2.1,0.8,5.4,2.3,57745,76713,10.3,"Merced, CA Metro Area",274765,Merced,CA,"Merced,CA",163014,27720,21478,44402,35644,9890,15119,8761,113816,23880,157100,9118,2300,20204,74161,165438,267700,California
310M400US44700,316465,177230,139235,92.7,1.6,1.2,0.3,0.6,3.6,64119,84697,6,"Stockton-Lodi, CA Metro Area",752660,Stockton-Lodi,CA,"Stockton-Lodi,CA",475624,52224,42183,146372,102248,47241,58966,26390,381217,85356,436288,54996,4560,120792,47132,315571,384000,California
310M400US42100,132127,68280,63847,78.6,2.5,5.9,2.3,3,7.7,86941,119608,6.6,"Santa Cruz-Watsonville, CA Metro Area",274255,Santa Cruz-Watsonville,CA,"Santa Cruz-Watsonville,CA",180773,17808,6947,27506,40448,15523,42071,30470,156018,72541,201567,2874,954,13521,41896,93439,849000,California
310M400US39820,67512,35146,32366,90.6,0.8,2.5,0.8,0.7,4.6,56280,71942,8.3,"Redding, CA Metro Area",180040,Redding,CA,"Redding,CA",127001,2890,11780,29514,39069,15532,17578,10638,112331,28216,153562,2080,4384,5654,6307,18560,281300,California
310M400US46380,37869,20237,17632,82.2,0,7.9,0.2,1.1,8.6,51830,66691,5.8,"Ukiah, CA Micro Area",87606,Ukiah,CA,"Ukiah,CA",61385,2779,4723,15545,17722,6092,9122,5402,53883,14524,73040,294,3434,2190,4829,22445,412800,California
310M400US46700,214362,113844,100518,89,3.3,1.2,0.4,1,5.1,84395,102658,4.6,"Vallejo-Fairfield, CA Metro Area",446610,Vallejo-Fairfield,CA,"Vallejo-Fairfield,CA",308890,15899,17746,72214,86831,30704,57916,27580,275245,85496,237882,59795,2524,70209,39696,119970,451300,California
310M400US41740,1649210,906970,742240,85.2,2.6,3.1,0.4,2,6.6,79079,106237,5.4,"San Diego-Carlsbad, CA Metro Area",3343364,San Diego-Carlsbad,CA,"San Diego-Carlsbad,CA",2277779,153702,135808,420657,507308,186496,526304,347504,1988269,873808,2373583,171408,20446,401745,187840,1135348,619000,California
